episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason,route
1650,108,-144.84,12.12,288.53,0.0000,0.0135,0,collision,
1651,220,172.82,8.15,306.29,0.0000,0.0580,1,goal,
1652,333,342.09,9.22,1158.13,0.0000,0.0080,1,goal,
1653,40,-165.35,20.40,-11.57,0.0404,0.0871,0,collision,
1654,197,-115.99,8.79,950.85,0.0073,0.0210,0,collision,
1655,37,-191.24,7.97,184.25,0.0541,0.0000,0,collision,
1656,142,294.57,17.47,127.23,0.0000,0.0487,1,goal,
1657,256,254.56,10.94,501.90,0.0000,0.0000,1,goal,
1658,45,-159.70,19.87,48.36,0.0000,0.0188,0,collision,
1659,191,-161.06,7.33,621.72,0.0001,0.0000,0,collision,
1660,86,-107.72,27.79,-36.45,0.0000,0.0110,0,collision,
1661,103,305.52,24.24,-52.86,0.0000,0.0000,1,goal,
1662,307,222.01,9.10,629.22,0.0000,0.0272,1,goal,
1663,402,118.92,6.84,817.54,0.0000,0.0894,1,goal,
1664,107,-118.44,13.11,421.63,0.0187,0.0000,0,collision,
1665,194,324.01,14.16,89.77,0.0000,0.0009,1,goal,
401,208,236.55,13.21,78.70,0.0000,0.1007,1,goal,
402,208,-214.43,6.86,299.22,0.0006,0.0720,0,collision,
403,334,133.00,7.38,595.21,0.0000,0.0117,1,goal,
404,184,-131.67,15.14,58.77,0.0100,0.0049,0,collision,
405,148,313.34,15.73,319.03,0.0000,0.0160,1,goal,
406,159,314.83,15.71,116.81,0.0000,0.0000,1,goal,
407,247,224.25,9.93,247.88,0.0000,0.0542,1,goal,
408,117,299.90,19.16,-70.84,0.0000,0.0093,1,goal,
409,294,230.85,8.44,934.48,0.0000,0.0580,1,goal,
410,227,224.36,8.82,315.88,0.0000,0.0000,1,goal,
1666,315,-302.67,8.79,253.15,0.0063,0.0000,0,collision,
1667,146,308.44,15.50,476.88,0.0000,0.0347,1,goal,
1668,234,351.84,12.98,732.17,0.0000,0.0037,1,goal,
1669,188,-117.84,11.47,548.41,0.0084,0.0093,0,collision,
1670,167,323.27,15.70,272.55,0.0000,0.0000,1,goal,
1671,445,142.20,6.04,953.01,0.0000,0.0075,1,goal,
1672,315,280.96,7.97,1085.25,0.0000,0.0022,1,goal,
1673,196,161.41,8.91,145.71,0.0000,0.0889,1,goal,
1674,178,299.60,14.50,335.60,0.0000,0.0000,1,goal,
1675,258,-63.55,11.19,915.71,0.0000,0.0102,0,collision,
1676,184,-106.99,12.47,475.09,0.0040,0.0000,0,collision,
1677,102,-151.93,11.54,268.89,0.0040,0.0811,0,collision,
1678,155,295.54,14.93,307.29,0.0000,0.0015,1,goal,
1679,80,-131.10,18.73,-9.33,0.0000,0.0217,0,collision,
1680,212,-137.54,10.64,459.04,0.0023,0.0000,0,collision,
1681,131,-119.80,16.50,115.71,0.0027,0.0239,0,collision,
1682,293,220.47,6.93,848.88,0.0000,0.0079,1,goal,
1683,253,289.48,9.59,818.84,0.0000,0.0030,1,goal,
1684,338,310.97,8.44,1189.23,0.0000,0.0000,1,goal,
411,346,192.97,7.52,845.23,0.0000,0.0054,1,goal,
412,208,197.55,11.78,293.91,0.0000,0.1886,1,goal,
413,132,-188.70,7.49,349.41,0.0119,0.0000,0,collision,
414,272,320.20,9.58,1113.62,0.0000,0.0000,1,goal,
415,230,-116.52,9.12,776.08,0.0018,0.0456,0,collision,
416,178,-212.34,9.60,351.45,0.0000,0.0065,0,collision,
417,138,-142.56,15.05,142.89,0.0029,0.0000,0,collision,
418,145,309.00,17.75,6.32,0.0000,0.0000,1,goal,
419,76,-148.01,13.37,348.89,0.0150,0.0114,0,collision,
420,199,325.36,14.08,382.94,0.0000,0.0112,1,goal,
1685,112,-240.25,7.03,215.15,0.0024,0.0084,0,collision,
1686,236,316.69,10.28,555.91,0.0000,0.0036,1,goal,
1687,213,333.18,11.55,788.90,0.0000,0.0010,1,goal,
1688,279,307.89,8.83,760.97,0.0000,0.0011,1,goal,
1689,225,309.96,11.53,315.13,0.0000,0.0043,1,goal,
1690,333,292.66,8.66,782.47,0.0000,0.0000,1,goal,
1691,184,301.36,13.16,193.67,0.0000,0.0064,1,goal,
1692,177,335.40,15.09,515.06,0.0000,0.0000,1,goal,
1693,30,-190.18,5.02,169.45,0.0000,0.0023,0,collision,
1694,284,223.06,7.95,753.32,0.0000,0.0072,1,goal,
1695,69,-180.59,7.07,345.21,0.0000,0.0000,0,collision,
1696,91,-134.58,17.39,-115.47,0.0151,0.0716,0,collision,
1697,50,-160.46,13.46,146.94,0.0081,0.0000,0,collision,
1698,137,-88.68,20.35,59.98,0.0018,0.0213,0,collision,
1699,91,-120.66,18.71,5.23,0.0183,0.0000,0,collision,
1700,146,-199.98,9.00,209.82,0.0000,0.0456,0,collision,
1701,92,-126.55,15.93,133.44,0.0072,0.0100,0,collision,
1702,16,-191.51,8.48,116.59,0.0267,0.0000,0,collision,
1703,125,-159.89,10.87,469.30,0.0001,0.0534,0,collision,
1704,228,-127.62,11.01,488.17,0.0078,0.0132,0,collision,
1705,33,-182.40,9.08,186.41,0.0606,0.1114,0,collision,
1706,96,-122.44,19.74,158.62,0.0047,0.0059,0,collision,
1707,120,-175.04,6.95,511.30,0.0000,0.0157,0,collision,
1708,263,-174.89,7.43,727.06,0.0052,0.0550,0,collision,
1709,74,-186.38,7.63,214.86,0.0242,0.1464,0,collision,
1710,116,-108.58,18.84,25.61,0.0000,0.0159,0,collision,
1711,261,294.82,10.74,443.26,0.0000,0.0000,1,goal,
421,1,-200.00,0.00,0.00,0.0000,0.0000,0,collision,
422,217,222.11,8.28,402.82,0.0000,0.0041,1,goal,
423,247,-188.92,7.33,935.99,0.0081,0.1417,0,collision,
424,101,-119.78,16.71,281.06,0.0000,0.0189,0,collision,
425,121,301.82,16.43,362.44,0.0000,0.0000,1,goal,
426,166,340.46,16.99,242.33,0.0000,0.0089,1,goal,
427,126,-95.29,18.32,64.43,0.0014,0.0008,0,collision,
428,66,-195.79,9.12,96.45,0.0228,0.2543,0,collision,
429,55,-164.36,12.19,144.92,0.0364,0.0242,0,collision,
430,87,-118.94,24.55,-48.47,0.0000,0.0271,0,collision,
1712,106,-212.40,11.77,252.51,0.0000,0.0075,0,collision,
1713,142,-130.28,11.63,452.47,0.0008,0.0441,0,collision,
1714,238,292.17,10.47,485.45,0.0000,0.0032,1,goal,
1715,106,-123.45,15.47,212.18,0.0016,0.0267,0,collision,
1716,93,-125.73,17.46,77.80,0.0000,0.0556,0,collision,
1717,150,310.35,17.46,197.54,0.0000,0.0076,1,goal,
1718,2,-201.66,0.00,0.10,0.7255,0.0000,0,collision,
1719,208,283.79,11.86,604.75,0.0000,0.0208,1,goal,
1720,74,-235.43,4.44,127.45,0.0011,0.3151,0,collision,
1721,89,-143.65,17.72,9.86,0.0000,0.0131,0,collision,
1722,53,-192.19,9.37,85.04,0.0377,0.1786,0,collision,
1723,66,-140.44,21.13,133.24,0.0000,0.0134,0,collision,
1724,98,-109.75,22.25,-37.33,0.0031,0.0089,0,collision,
1725,92,-217.59,6.90,158.89,0.0217,0.2626,0,collision,
1726,83,291.80,27.79,96.75,0.0000,0.0000,1,goal,
1727,81,292.28,28.64,-76.53,0.0000,0.0000,1,goal,
1728,237,294.22,10.46,884.63,0.0000,0.1022,1,goal,
1729,313,195.81,7.40,837.52,0.0000,0.0100,1,goal,
1730,107,304.05,21.08,7.73,0.0000,0.0000,1,goal,
1731,81,-131.44,19.56,106.91,0.0159,0.0000,0,collision,
1732,303,-118.97,9.45,867.08,0.0000,0.0427,0,collision,
1733,264,-246.73,7.69,472.13,0.0000,0.0723,0,collision,
1734,340,240.02,7.20,1003.60,0.0000,0.0217,1,goal,
1735,174,278.27,12.54,463.91,0.0000,0.0536,1,goal,
1736,108,-175.87,12.81,-28.92,0.0107,0.1611,0,collision,
1737,4,-203.24,0.52,1.94,0.5000,0.0000,0,collision,
1738,168,286.18,15.18,239.11,0.0000,0.0000,1,goal,
1739,275,-185.58,7.89,715.06,0.0035,0.0227,0,collision,
431,135,300.97,18.27,27.91,0.0000,0.0000,1,goal,
432,194,231.64,11.78,107.59,0.0000,0.0535,1,goal,
433,288,226.66,8.05,426.00,0.0000,0.0000,1,goal,
434,228,336.36,12.94,362.12,0.0000,0.0000,1,goal,
435,127,-179.47,7.63,268.48,0.0002,0.0530,0,collision,
436,2,-200.32,1.04,2.51,0.0000,0.0000,0,collision,
437,271,-150.21,8.05,762.39,0.0001,0.0008,0,collision,
438,188,244.01,14.32,102.11,0.0000,0.0384,1,goal,
439,181,280.58,14.24,308.21,0.0000,0.0000,1,goal,
440,283,279.42,10.22,662.90,0.0000,0.0107,1,goal,
1740,338,-431.44,5.69,388.72,0.0038,0.0049,0,collision,
1741,146,-109.32,17.23,201.17,0.0007,0.0000,0,collision,
1742,214,-117.84,9.80,601.61,0.0001,0.0085,0,collision,
1743,195,292.36,12.20,274.14,0.0000,0.0076,1,goal,
1744,142,-110.18,12.85,425.00,0.0141,0.0000,0,collision,
1745,182,-135.56,10.40,623.75,0.0040,0.0406,0,collision,
1746,170,337.13,16.11,54.39,0.0000,0.0000,1,goal,
1747,338,272.97,8.23,1046.31,0.0000,0.0779,1,goal,
1748,190,312.64,11.83,566.13,0.0000,0.0000,1,goal,
1749,189,315.25,13.58,473.04,0.0000,0.0000,1,goal,
1750,231,309.46,9.68,801.41,0.0000,0.0000,1,goal,
1751,117,-97.07,22.35,-44.87,0.0000,0.0294,0,collision,
1752,58,-218.40,5.76,144.47,0.0345,0.3203,0,collision,
1753,64,-158.57,18.52,63.00,0.0289,0.0430,0,collision,
1754,281,317.50,9.82,969.98,0.0000,0.0327,1,goal,
1755,227,323.82,10.21,968.00,0.0000,0.0000,1,goal,
1756,108,302.20,20.89,-124.44,0.0000,0.0000,1,goal,
1757,83,-153.26,11.44,331.36,0.0152,0.0205,0,collision,
1758,262,314.25,9.64,900.33,0.0000,0.0077,1,goal,
1759,131,-178.91,8.62,392.48,0.0005,0.0270,0,collision,
1760,33,-189.81,9.38,84.43,0.0000,0.0000,0,collision,
1761,209,278.12,12.13,311.96,0.0000,0.0529,1,goal,
1762,142,-161.91,6.16,613.36,0.0020,0.0000,0,collision,
441,202,-114.62,8.53,814.61,0.0037,0.0000,0,collision,
442,195,337.76,14.67,404.97,0.0000,0.0089,1,goal,
443,97,-190.18,5.03,349.10,0.0192,0.0091,0,collision,
444,211,299.97,12.89,131.48,0.0000,0.0069,1,goal,
445,193,343.20,14.33,456.15,0.0000,0.0000,1,goal,
446,144,319.45,17.31,77.08,0.0000,0.0000,1,goal,
447,39,-164.76,18.64,18.87,0.0000,0.0000,0,collision,
448,131,309.64,19.75,-150.62,0.0000,0.0000,1,goal,
449,120,-132.30,11.94,234.48,0.0167,0.0355,0,collision,
450,220,324.76,11.23,513.45,0.0000,0.0089,1,goal,
1763,248,-187.87,13.32,529.57,0.0036,0.0046,0,collision,
1764,37,-182.79,6.37,214.93,0.0541,0.0637,0,collision,
1765,258,-177.83,8.17,487.14,0.0002,0.0300,0,collision,
1766,422,232.85,6.24,1318.66,0.0000,0.0031,1,goal,
1767,137,295.51,16.93,230.73,0.0000,0.0000,1,goal,
1768,208,295.59,11.16,623.58,0.0000,0.0000,1,goal,
1769,29,-193.71,4.43,107.40,0.0168,0.0000,0,collision,
1770,199,326.93,12.89,536.65,0.0000,0.0000,1,goal,
1771,252,295.51,10.95,517.65,0.0000,0.0263,1,goal,
1772,149,317.21,16.66,299.90,0.0000,0.0000,1,goal,
1773,228,-216.90,6.03,692.19,0.0009,0.0179,0,collision,
1774,309,294.87,9.34,805.43,0.0000,0.0391,1,goal,
1775,152,-131.14,12.89,205.65,0.0000,0.0000,0,collision,
1776,151,-106.14,14.44,382.18,0.0132,0.0000,0,collision,
1777,290,-161.63,7.28,795.28,0.0004,0.0132,0,collision,
1778,277,271.10,8.15,893.01,0.0000,0.0174,1,goal,
1779,150,-107.54,13.62,206.91,0.0069,0.0140,0,collision,
1780,267,266.44,8.65,832.20,0.0000,0.0000,1,goal,
1781,3,-202.05,0.69,2.61,0.0000,0.0000,0,collision,
1782,316,210.41,7.34,1008.37,0.0000,0.1096,1,goal,
451,206,-217.73,4.34,653.13,0.0097,0.0003,0,collision,
452,364,234.09,7.88,831.29,0.0000,0.0107,1,goal,
453,173,313.62,13.26,347.01,0.0000,0.0000,1,goal,
454,137,-157.38,7.52,758.92,0.0000,0.0397,0,collision,
455,260,281.15,11.20,384.86,0.0000,0.0073,1,goal,
456,237,-114.06,10.07,469.15,0.0080,0.0059,0,collision,
457,229,-193.17,5.58,558.33,0.0048,0.0000,0,collision,
458,3,-202.05,0.69,2.61,0.0000,0.0000,0,collision,
459,178,-59.38,15.02,414.38,0.0112,0.0037,0,collision,
460,145,-235.19,6.87,316.13,0.0138,0.1141,0,collision,
1783,296,-230.94,9.84,247.98,0.0000,0.0000,0,collision,
1784,229,-216.70,6.67,611.60,0.0087,0.0196,0,collision,
1785,221,283.07,11.21,758.21,0.0000,0.0331,1,goal,
1786,214,305.48,10.49,545.87,0.0000,0.0111,1,goal,
1787,200,-107.44,9.97,678.89,0.0099,0.0000,0,collision,
1788,210,-103.32,9.84,618.87,0.0078,0.0000,0,collision,
1789,157,-59.99,17.89,86.95,0.0000,0.0119,0,collision,
1790,137,-132.80,9.83,548.70,0.0146,0.0000,0,collision,
1791,153,302.54,14.80,46.40,0.0000,0.0000,1,goal,
1792,126,-80.88,22.32,-70.86,0.0060,0.0000,0,collision,
1793,138,-123.47,10.51,605.31,0.0000,0.0000,0,collision,
1794,331,-104.05,8.79,842.52,0.0000,0.0109,0,collision,
1795,190,-98.29,11.78,332.30,0.0000,0.0000,0,collision,
1796,228,325.73,10.04,1213.98,0.0000,0.0015,1,goal,
1797,115,311.43,22.45,18.56,0.0000,0.0000,1,goal,
1798,134,-224.17,5.20,268.64,0.0000,0.0000,0,collision,
1799,142,330.52,19.70,-137.38,0.0000,0.0000,1,goal,
1800,415,110.27,6.53,955.53,0.0000,0.0724,1,goal,
1801,219,333.05,12.27,892.17,0.0000,0.0000,1,goal,
1802,171,324.77,13.71,475.45,0.0000,0.0048,1,goal,
1803,3,-202.53,0.00,0.20,0.2833,0.0000,0,collision,
461,2,-201.66,0.00,0.10,1.0000,0.0000,0,collision,
462,205,294.84,12.33,389.57,0.0000,0.0000,1,goal,
463,122,-229.48,5.42,304.59,0.0017,0.1525,0,collision,
464,96,-146.99,10.71,372.08,0.0208,0.0024,0,collision,
465,92,-128.44,13.40,412.01,0.0000,0.0085,0,collision,
466,212,301.18,11.30,502.35,0.0000,0.0052,1,goal,
467,71,-126.72,27.51,-19.15,0.0056,0.0000,0,collision,
468,86,-177.14,6.87,399.21,0.0000,0.0000,0,collision,
469,91,-147.51,9.65,391.28,0.0096,0.0000,0,collision,
470,267,321.16,10.02,930.58,0.0000,0.0023,1,goal,
1804,284,-223.65,7.09,936.24,0.0030,0.0043,0,collision,
1805,173,297.55,14.16,291.17,0.0000,0.0026,1,goal,
1806,153,-127.95,9.89,593.04,0.0113,0.0101,0,collision,
1807,351,226.10,8.20,682.06,0.0000,0.0183,1,goal,
1808,138,-103.45,15.87,139.60,0.0000,0.0080,0,collision,
1809,172,-168.35,12.07,176.43,0.0116,0.1186,0,collision,
1810,144,304.03,21.38,-71.95,0.0000,0.0113,1,goal,
1811,303,304.54,9.27,1071.63,0.0000,0.0369,1,goal,
1812,83,-144.36,13.78,40.89,0.0000,0.0221,0,collision,
1813,119,-129.88,14.50,378.43,0.0093,0.0136,0,collision,
1814,321,312.70,8.60,1301.24,0.0000,0.0350,1,goal,
1815,122,-81.80,23.28,-300.91,0.0095,0.0110,0,collision,
1816,131,304.92,17.70,230.77,0.0000,0.0000,1,goal,
1817,200,-106.92,8.74,838.27,0.0084,0.0000,0,collision,
1818,4,-204.18,0.00,0.30,0.5000,0.0000,0,collision,
1819,217,-176.99,7.02,725.50,0.0092,0.0952,0,collision,
1820,69,-192.09,6.03,339.09,0.0250,0.0000,0,collision,
1821,71,-112.60,34.42,-122.49,0.0001,0.0087,0,collision,
1822,97,-230.77,6.21,291.48,0.0206,0.3673,0,collision,
1823,350,179.21,7.05,916.22,0.0000,0.0332,1,goal,
1824,272,359.79,10.27,1033.03,0.0000,0.0022,1,goal,
1825,120,282.84,18.16,102.17,0.0000,0.0011,1,goal,
1826,23,-190.19,6.63,159.97,0.0457,0.0000,0,collision,
1827,50,-211.28,5.08,244.03,0.0254,0.3048,0,collision,
1828,324,191.91,9.10,545.86,0.0000,0.1457,1,goal,
471,101,-204.28,6.71,267.36,0.0198,0.1859,0,collision,
472,38,-185.12,11.93,115.72,0.0515,0.0392,0,collision,
473,127,-131.16,14.10,337.16,0.0102,0.0000,0,collision,
474,196,319.21,13.52,684.24,0.0000,0.0029,1,goal,
475,90,299.06,27.64,-19.53,0.0000,0.0000,1,goal,
476,39,-168.19,15.54,10.73,0.0403,0.0156,0,collision,
477,286,-108.76,9.04,1061.92,0.0049,0.0161,0,collision,
478,77,-178.52,8.67,341.07,0.0186,0.0611,0,collision,
479,187,350.75,14.97,429.90,0.0000,0.0000,1,goal,
480,110,-96.54,20.10,-3.16,0.0109,0.0000,0,collision,
1829,61,-239.17,4.10,200.36,0.0048,0.0671,0,collision,
1830,2,-200.32,1.04,2.51,0.9932,0.0000,0,collision,
1831,164,306.35,14.69,315.25,0.0000,0.0050,1,goal,
1832,290,304.15,8.41,1045.64,0.0000,0.0037,1,goal,
1833,93,-114.70,23.32,-112.46,0.0059,0.0240,0,collision,
1834,120,305.43,18.95,-170.89,0.0000,0.0145,1,goal,
1835,135,-144.87,10.21,217.24,0.0000,0.0137,0,collision,
1836,2,-200.43,0.86,1.77,0.0834,0.0000,0,collision,
1837,159,305.84,15.13,378.81,0.0000,0.0393,1,goal,
1838,142,-113.26,15.07,163.84,0.0119,0.1034,0,collision,
1839,21,-191.30,7.46,185.55,0.0628,0.0000,0,collision,
1840,313,244.08,7.42,1017.26,0.0000,0.0141,1,goal,
1841,3,-202.03,0.66,2.43,0.0129,0.0000,0,collision,
1842,181,-74.60,11.51,817.80,0.0087,0.0000,0,collision,
1843,199,354.97,14.19,661.27,0.0000,0.0000,1,goal,
1844,150,-146.67,9.61,464.94,0.0000,0.0299,0,collision,
1845,46,-192.51,5.28,233.83,0.0435,0.0000,0,collision,
1846,178,-66.06,15.07,307.70,0.0035,0.0111,0,collision,
1847,150,290.30,16.52,50.83,0.0000,0.0000,1,goal,
1848,145,329.76,17.99,158.69,0.0000,0.0000,1,goal,
1849,176,331.09,16.68,310.17,0.0000,0.0056,1,goal,
1850,69,-151.93,13.24,165.72,0.0205,0.0000,0,collision,
1851,133,-108.26,11.74,623.68,0.0105,0.0112,0,collision,
1852,2,-200.50,0.79,1.50,0.8803,0.0000,0,collision,
1853,172,326.22,17.39,42.96,0.0000,0.0095,1,goal,
1854,276,230.34,9.95,616.70,0.0000,0.1539,1,goal,
1855,275,254.51,7.48,826.92,0.0000,0.0000,1,goal,
1856,190,-186.25,7.16,522.78,0.0000,0.0372,0,collision,
1857,70,-218.85,3.32,244.98,0.0086,0.0377,0,collision,
481,362,201.39,6.22,1162.45,0.0000,0.0053,1,goal,
482,177,307.97,15.98,179.32,0.0000,0.0000,1,goal,
483,109,287.04,21.29,-126.82,0.0000,0.0090,1,goal,
484,4,-200.03,2.17,11.05,0.5000,0.0000,0,collision,
485,21,-191.03,7.46,179.38,0.0000,0.0000,0,collision,
486,181,-159.05,10.97,429.78,0.0110,0.0551,0,collision,
487,297,324.70,9.51,1021.89,0.0000,0.0000,1,goal,
488,242,280.95,10.14,530.69,0.0000,0.0075,1,goal,
489,300,331.36,9.34,1166.70,0.0000,0.0000,1,goal,
490,212,-132.04,10.64,482.30,0.0050,0.0177,0,collision,
1858,366,-271.03,5.41,1444.21,0.0040,0.0316,0,collision,
1859,123,306.71,19.59,95.44,0.0000,0.0044,1,goal,
1860,224,315.83,10.94,604.29,0.0000,0.0000,1,goal,
1861,381,283.12,7.85,1194.30,0.0000,0.0000,1,goal,
1862,96,-192.53,5.95,522.73,0.0161,0.0000,0,collision,
1863,102,-152.17,13.37,137.52,0.0093,0.0000,0,collision,
1864,97,-191.25,6.49,308.81,0.0017,0.0000,0,collision,
1865,312,-335.93,3.80,897.95,0.0058,0.1678,0,collision,
1866,180,304.73,12.96,517.41,0.0000,0.0000,1,goal,
1867,55,-184.88,7.27,258.29,0.0168,0.0000,0,collision,
1868,1,-200.00,0.00,0.00,0.0000,0.0000,0,collision,
1869,325,223.20,7.23,1060.31,0.0000,0.0283,1,goal,
1870,186,247.27,12.11,194.53,0.0000,0.0299,1,goal,
1871,2,-200.86,0.00,0.10,0.0265,0.0000,0,collision,
1872,106,-112.39,18.04,221.07,0.0000,0.0000,0,collision,
1873,57,-150.42,19.36,69.09,0.0280,0.0098,0,collision,
1874,261,297.98,10.59,745.91,0.0000,0.0072,1,goal,
1875,193,-127.08,10.46,575.83,0.0057,0.0567,0,collision,
1876,2,-200.32,1.04,2.51,0.1213,0.0000,0,collision,
1877,95,-133.29,15.57,25.31,0.0170,0.0178,0,collision,
1878,246,229.52,9.79,336.57,0.0000,0.0229,1,goal,
1879,107,-129.62,14.65,183.84,0.0076,0.0125,0,collision,
1880,228,294.37,10.88,502.53,0.0000,0.0000,1,goal,
1881,118,-184.01,10.17,281.57,0.0079,0.0654,0,collision,
1882,106,-158.43,10.18,334.88,0.0000,0.0091,0,collision,
1883,305,227.67,8.39,652.88,0.0000,0.0113,1,goal,
491,154,-75.23,18.17,232.31,0.0076,0.0476,0,collision,
492,257,278.43,10.41,448.23,0.0000,0.0214,1,goal,
493,288,295.21,8.88,841.26,0.0000,0.0081,1,goal,
494,171,-150.78,11.26,364.86,0.0116,0.0584,0,collision,
495,328,-247.82,6.85,565.91,0.0043,0.0534,0,collision,
496,47,-159.30,17.93,18.78,0.0271,0.0302,0,collision,
497,184,331.26,15.13,346.90,0.0000,0.0000,1,goal,
498,139,298.22,17.11,30.29,0.0000,0.0237,1,goal,
499,76,-145.47,11.68,291.32,0.0185,0.0094,0,collision,
500,100,-153.85,10.61,278.95,0.0152,0.0000,0,collision,
1884,140,-278.06,6.08,404.52,0.0058,0.0012,0,collision,
1885,16,-210.17,1.62,23.20,0.0318,0.0000,0,collision,
1886,257,297.16,10.61,562.62,0.0000,0.0075,1,goal,
1887,162,296.50,13.89,311.26,0.0000,0.0000,1,goal,
1888,162,321.91,13.97,344.18,0.0000,0.0061,1,goal,
1889,118,-113.86,18.19,81.45,0.0169,0.0127,0,collision,
1890,169,327.97,13.51,799.31,0.0000,0.0035,1,goal,
1891,168,346.67,17.10,355.34,0.0000,0.0000,1,goal,
1892,167,310.80,18.12,-26.28,0.0000,0.0095,1,goal,
1893,306,286.88,8.25,1283.28,0.0000,0.0036,1,goal,
1894,338,167.60,8.58,519.29,0.0000,0.0729,1,goal,
1895,181,332.37,15.42,179.45,0.0000,0.0061,1,goal,
1896,229,265.60,12.03,492.45,0.0000,0.0095,1,goal,
1897,133,-117.54,11.51,386.21,0.0117,0.0123,0,collision,
1898,88,-171.24,10.40,303.02,0.0227,0.0127,0,collision,
1899,170,282.30,10.49,724.11,0.0000,0.0272,1,goal,
1900,157,-123.96,13.67,497.50,0.0127,0.0081,0,collision,
1901,106,-104.46,23.14,2.13,0.0189,0.0000,0,collision,
1902,177,319.28,16.03,169.04,0.0000,0.0000,1,goal,
1903,169,-78.97,16.04,269.17,0.0118,0.0077,0,collision,
1904,212,-106.50,9.58,585.80,0.0033,0.0170,0,collision,
1905,235,-95.39,9.53,711.88,0.0085,0.0414,0,collision,
501,184,-164.87,10.31,214.16,0.0105,0.0356,0,collision,
502,99,299.68,23.95,-34.49,0.0000,0.0000,1,goal,
503,207,275.65,11.60,351.06,0.0000,0.0571,1,goal,
504,223,-170.54,9.54,353.46,0.0040,0.0361,0,collision,
505,290,184.11,9.79,343.69,0.0000,0.1165,1,goal,
506,363,164.34,6.57,935.62,0.0000,0.0380,1,goal,
507,210,297.53,11.65,637.04,0.0000,0.0339,1,goal,
508,252,217.03,9.70,488.52,0.0000,0.0050,1,goal,
509,50,-173.50,11.32,75.68,0.0400,0.0000,0,collision,
510,54,-194.04,4.57,220.81,0.0000,0.0011,0,collision,
1906,413,-240.51,9.33,699.14,0.0027,0.1409,0,collision,
1907,125,290.80,19.74,-5.04,0.0000,0.0581,1,goal,
1908,67,-147.36,17.01,107.07,0.0052,0.0213,0,collision,
1909,42,-171.42,14.47,62.84,0.0007,0.0486,0,collision,
1910,112,-167.39,14.01,169.51,0.0000,0.0095,0,collision,
1911,50,-176.91,10.84,243.53,0.0037,0.0821,0,collision,
1912,151,312.43,14.69,334.46,0.0000,0.0003,1,goal,
1913,2,-200.32,1.04,2.51,0.0584,0.0000,0,collision,
1914,8,-201.00,2.71,15.91,0.2500,0.0000,0,collision,
1915,7,-201.41,2.38,19.47,0.0107,0.0000,0,collision,
1916,280,-281.96,5.96,641.78,0.0011,0.1985,0,collision,
1917,40,-168.93,16.14,71.61,0.0000,0.0456,0,collision,
1918,199,290.55,12.24,416.47,0.0000,0.0292,1,goal,
1919,273,-197.70,8.91,458.75,0.0000,0.0047,0,collision,
1920,134,-107.08,16.84,308.38,0.0016,0.0185,0,collision,
1921,160,-159.82,7.32,610.44,0.0000,0.0331,0,collision,
1922,11,-195.05,5.38,82.15,0.1422,0.0000,0,collision,
1923,142,-178.60,8.95,447.01,0.0008,0.0418,0,collision,
1924,209,-131.15,11.39,386.22,0.0070,0.0047,0,collision,
1925,45,-223.70,1.96,86.19,0.0444,0.1271,0,collision,
1926,342,234.83,8.26,833.42,0.0000,0.0921,1,goal,
1927,240,289.87,10.50,554.10,0.0000,0.0050,1,goal,
1928,2,-201.66,0.00,0.10,1.0000,0.0000,0,collision,
1929,244,275.13,9.43,609.02,0.0000,0.0225,1,goal,
1930,313,257.89,8.75,857.75,0.0000,0.0052,1,goal,
1931,135,-140.26,6.98,829.53,0.0000,0.0000,0,collision,
1932,243,306.09,11.18,686.44,0.0000,0.0464,1,goal,
1933,359,150.11,6.52,622.43,0.0000,0.0656,1,goal,
511,225,308.85,13.38,188.06,0.0000,0.0343,1,goal,
512,319,-124.36,8.31,1090.02,0.0000,0.0258,0,collision,
513,236,330.16,10.78,745.13,0.0000,0.0035,1,goal,
514,234,-199.51,5.98,563.76,0.0085,0.0441,0,collision,
515,8,-201.16,2.35,20.68,0.2307,0.0000,0,collision,
516,135,278.10,15.22,243.13,0.0000,0.0080,1,goal,
517,14,-192.69,6.91,129.31,0.1429,0.0000,0,collision,
518,45,-163.45,16.83,105.34,0.0444,0.0000,0,collision,
519,109,-162.78,6.93,405.32,0.0000,0.0000,0,collision,
520,224,289.37,10.85,437.98,0.0000,0.0058,1,goal,
1934,71,-218.48,10.00,130.08,0.0093,0.0000,0,collision,
1935,270,323.10,11.71,477.29,0.0000,0.0000,1,goal,
1936,187,307.09,15.09,287.15,0.0000,0.0058,1,goal,
1937,391,249.40,8.18,1300.19,0.0000,0.0077,1,goal,
1938,192,292.75,11.96,700.85,0.0000,0.0000,1,goal,
1939,296,256.41,8.89,602.53,0.0000,0.0013,1,goal,
1940,227,280.01,10.24,517.65,0.0000,0.0160,1,goal,
1941,195,-72.58,12.63,709.88,0.0103,0.0023,0,collision,
1942,330,283.87,8.48,1083.73,0.0000,0.0040,1,goal,
1943,34,-187.42,7.56,228.56,0.0588,0.0274,0,collision,
1944,51,-162.86,13.65,145.48,0.0392,0.0000,0,collision,
1945,15,-196.13,5.29,81.33,0.0478,0.0625,0,collision,
1946,89,-140.80,11.43,331.56,0.0000,0.0173,0,collision,
1947,156,272.87,14.57,256.54,0.0000,0.0953,1,goal,
