episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason,route
360,40,-174.69,16.01,181.82,0.0141,0.0689,0,collision,
361,53,-171.12,13.04,236.43,0.0142,0.0706,0,collision,
362,48,-166.86,13.21,286.56,0.0000,0.0128,0,collision,
363,2,-200.32,1.04,2.51,0.4225,0.0000,0,collision,
364,30,-186.77,13.36,141.86,0.0232,0.1704,0,collision,
365,53,-152.19,21.65,201.27,0.0319,0.0183,0,collision,
366,52,-163.66,13.08,262.41,0.0049,0.0263,0,collision,
367,31,-173.90,17.80,133.25,0.0076,0.0221,0,collision,
368,71,-152.88,16.08,369.63,0.0105,0.0160,0,collision,
369,29,-177.84,16.46,153.24,0.0551,0.0323,0,collision,
370,149,-220.04,10.94,415.57,0.0060,0.0382,0,collision,
371,88,-132.64,15.80,257.32,0.0000,0.0086,0,collision,
372,41,-174.86,16.53,119.77,0.0039,0.0280,0,collision,
373,118,-118.58,20.46,382.48,0.0076,0.0218,0,collision,
374,33,-170.69,19.47,60.39,0.0000,0.0133,0,collision,
375,174,-247.60,9.84,172.75,0.0087,0.0072,0,collision,
376,48,-177.46,11.70,224.60,0.0000,0.2290,0,collision,
377,78,-118.14,26.18,77.17,0.0018,0.0013,0,collision,
378,23,-187.59,9.29,143.07,0.0323,0.0900,0,collision,
379,6,-202.89,1.23,6.29,0.2472,0.0151,0,collision,
380,24,-192.06,4.47,76.86,0.0374,0.0000,0,collision,
381,28,-179.13,16.80,185.87,0.0000,0.0000,0,collision,
382,30,-186.66,8.71,150.31,0.0667,0.0640,0,collision,
383,102,-124.77,16.22,308.05,0.0006,0.0137,0,collision,
384,43,-165.34,15.11,139.32,0.0181,0.0135,0,collision,
385,71,-126.78,24.82,-6.01,0.0000,0.0097,0,collision,
386,8,-205.75,0.96,6.20,0.0115,0.0000,0,collision,
387,9,-198.96,3.56,41.58,0.0345,0.0000,0,collision,
388,40,-168.57,15.97,153.31,0.0367,0.0159,0,collision,
389,22,-186.51,10.27,122.43,0.0402,0.0000,0,collision,
390,60,-141.64,22.63,100.78,0.0000,0.0000,0,collision,
391,5,-203.88,0.87,4.57,0.0910,0.0000,0,collision,
392,26,-178.60,14.49,154.74,0.0408,0.0000,0,collision,
393,42,-163.10,17.25,191.61,0.0088,0.0000,0,collision,
394,40,-173.63,14.94,227.67,0.0184,0.0183,0,collision,
395,69,-142.31,22.01,60.82,0.0151,0.0069,0,collision,
61,47,-171.34,14.28,261.65,0.0189,0.0388,0,collision,
62,96,-167.38,15.71,303.48,0.0017,0.0082,0,collision,
63,7,-199.16,4.02,48.84,0.0255,0.0000,0,collision,
64,22,-191.12,12.08,82.31,0.0000,0.0086,0,collision,
65,38,-164.45,20.78,148.22,0.0208,0.0000,0,collision,
66,40,-175.91,13.85,244.72,0.0220,0.0151,0,collision,
67,48,-168.42,19.12,14.32,0.0231,0.0000,0,collision,
68,46,-149.90,29.18,123.95,0.0000,0.0172,0,collision,
69,88,-142.66,20.39,242.69,0.0016,0.0090,0,collision,
70,25,-184.51,14.14,149.43,0.0029,0.0846,0,collision,
396,129,-148.20,20.59,337.48,0.0043,0.0000,0,collision,
397,61,-134.03,28.30,41.20,0.0000,0.0037,0,collision,
398,71,-136.78,20.36,230.27,0.0000,0.0034,0,collision,
399,79,295.05,31.52,69.87,0.0000,0.0000,1,goal,
400,103,-117.04,19.58,393.29,0.0194,0.0060,0,collision,
401,54,-163.28,18.59,167.37,0.0093,0.0202,0,collision,
402,33,-179.10,15.23,45.99,0.0464,0.0275,0,collision,
403,7,-200.28,2.78,24.65,0.1180,0.0000,0,collision,
404,59,-142.88,23.04,241.89,0.0000,0.0019,0,collision,
405,36,-171.14,18.26,193.25,0.0066,0.0233,0,collision,
406,11,-197.81,4.90,58.46,0.1080,0.0255,0,collision,
407,28,-180.99,17.45,124.45,0.0025,0.0160,0,collision,
408,6,-204.72,1.02,4.96,0.0085,0.0000,0,collision,
409,67,-140.32,24.62,201.96,0.0211,0.0000,0,collision,
410,100,-159.19,14.84,396.55,0.0050,0.0006,0,collision,
411,22,-187.13,6.50,141.47,0.0176,0.0000,0,collision,
412,38,-165.50,21.24,156.83,0.0003,0.0164,0,collision,
413,75,-126.31,24.17,218.07,0.0267,0.0055,0,collision,
414,79,-111.04,29.63,109.94,0.0134,0.0045,0,collision,
415,50,-166.39,14.89,166.32,0.0383,0.0354,0,collision,
416,25,-180.99,15.50,208.44,0.0386,0.0000,0,collision,
417,26,-185.12,12.20,127.63,0.0000,0.0788,0,collision,
418,170,-235.94,10.64,240.23,0.0045,0.0030,0,collision,
419,19,-185.81,11.96,127.63,0.0693,0.0000,0,collision,
420,22,-185.83,16.55,119.81,0.0000,0.0679,0,collision,
421,100,-113.12,21.38,279.67,0.0097,0.0084,0,collision,
422,22,-185.42,12.15,132.95,0.0307,0.0299,0,collision,
423,33,-175.14,18.65,107.76,0.0096,0.0000,0,collision,
424,8,-207.93,0.85,6.98,0.0000,0.0000,0,collision,
425,67,287.44,36.91,31.50,0.0000,0.0000,1,goal,
426,43,-156.37,26.56,89.58,0.0091,0.0028,0,collision,
427,20,-189.42,9.28,139.00,0.0513,0.1978,0,collision,
428,25,-185.69,9.02,158.44,0.0130,0.0590,0,collision,
429,12,-198.21,3.68,64.19,0.0187,0.0000,0,collision,
430,27,-182.62,15.80,127.70,0.0058,0.0220,0,collision,
431,46,-172.11,13.22,130.66,0.0132,0.0195,0,collision,
432,44,-171.87,15.76,90.72,0.0169,0.0000,0,collision,
433,106,307.20,27.15,279.29,0.0000,0.0000,1,goal,
434,68,-156.43,15.52,269.05,0.0000,0.0090,0,collision,
435,47,-160.51,18.38,162.41,0.0019,0.0309,0,collision,
436,57,-143.57,23.46,39.76,0.0000,0.0014,0,collision,
437,28,-179.77,15.51,123.33,0.0255,0.0649,0,collision,
438,24,-181.61,18.77,125.97,0.0127,0.0239,0,collision,
439,36,-173.73,14.53,149.96,0.0377,0.0175,0,collision,
440,93,-119.02,22.88,130.76,0.0090,0.0201,0,collision,
441,44,-166.63,14.60,183.89,0.0063,0.0099,0,collision,
442,41,-158.87,22.76,49.91,0.0371,0.0208,0,collision,
443,33,-173.70,17.45,140.52,0.0188,0.0000,0,collision,
444,55,-161.19,17.49,133.22,0.0265,0.0031,0,collision,
445,54,-165.54,15.55,105.08,0.0239,0.0000,0,collision,
446,37,-170.59,17.18,160.38,0.0024,0.0174,0,collision,
447,63,-153.08,18.76,193.91,0.0000,0.0000,0,collision,
448,27,-183.92,8.20,148.75,0.0000,0.0687,0,collision,
449,30,-179.49,13.93,176.84,0.0000,0.0315,0,collision,
450,4,-198.91,3.11,22.43,0.0000,0.0000,0,collision,
451,2,-201.52,0.17,0.17,0.4201,0.0000,0,collision,
452,57,-134.88,29.99,272.34,0.0132,0.0000,0,collision,
453,10,-194.16,7.75,100.18,0.0582,0.0000,0,collision,
454,116,-198.65,15.16,319.12,0.0078,0.0441,0,collision,
455,42,-178.29,13.77,130.18,0.0288,0.0285,0,collision,
456,22,-187.87,14.50,136.25,0.0000,0.1922,0,collision,
457,138,-234.17,7.92,355.22,0.0012,0.0373,0,collision,
458,55,-147.53,22.72,219.27,0.0163,0.0042,0,collision,
459,185,-230.14,8.44,642.29,0.0000,0.0091,0,collision,
460,97,-140.81,14.04,287.14,0.0178,0.0060,0,collision,
461,67,-135.32,23.17,139.34,0.0000,0.0146,0,collision,
462,36,-170.80,18.29,28.69,0.0384,0.0135,0,collision,
463,21,-194.59,8.60,101.65,0.0101,0.0543,0,collision,
464,46,-189.20,6.76,154.31,0.0032,0.0000,0,collision,
465,14,-193.36,9.18,86.37,0.0000,0.1326,0,collision,
466,4,-199.35,3.11,22.43,0.2152,0.1400,0,collision,
467,72,-122.37,27.20,144.70,0.0006,0.0000,0,collision,
468,12,-193.74,7.60,76.74,0.0538,0.0000,0,collision,
469,11,-196.74,3.89,44.83,0.0000,0.0000,0,collision,
470,28,-188.03,8.55,198.02,0.0147,0.0345,0,collision,
471,29,-173.44,21.85,118.14,0.0371,0.0482,0,collision,
472,19,-191.13,4.46,70.44,0.0362,0.0370,0,collision,
473,83,-152.35,11.61,236.51,0.0204,0.0157,0,collision,
474,32,-175.30,14.46,48.04,0.0522,0.0280,0,collision,
475,74,-176.51,14.17,276.29,0.0000,0.0040,0,collision,
476,45,-167.72,12.85,171.71,0.0057,0.0582,0,collision,
477,92,-188.99,9.21,182.73,0.0049,0.0056,0,collision,
478,37,-168.14,17.73,175.64,0.0087,0.0217,0,collision,
71,52,-156.14,16.56,241.87,0.0357,0.0000,0,collision,
72,147,-262.10,7.16,401.25,0.0053,0.0049,0,collision,
73,34,-171.92,16.25,137.52,0.0000,0.0203,0,collision,
74,64,-132.71,30.43,109.49,0.0132,0.0050,0,collision,
75,23,-193.52,8.92,91.55,0.0131,0.2662,0,collision,
76,96,300.70,25.75,-10.09,0.0000,0.0000,1,goal,
77,8,-204.91,1.20,8.80,0.0166,0.0000,0,collision,
78,159,-220.22,9.47,357.66,0.0055,0.0081,0,collision,
79,58,-165.86,10.49,274.33,0.0060,0.0163,0,collision,
80,62,-137.04,26.93,157.90,0.0120,0.0136,0,collision,
479,83,-162.64,21.00,224.91,0.0000,0.0110,0,collision,
480,48,-153.21,23.73,214.05,0.0087,0.0206,0,collision,
481,46,-163.63,17.92,141.69,0.0000,0.0000,0,collision,
482,57,-130.79,34.27,125.82,0.0000,0.0098,0,collision,
483,122,-116.29,18.35,55.29,0.0034,0.0336,0,collision,
484,52,-155.68,25.17,105.66,0.0000,0.0000,0,collision,
485,31,-175.79,16.35,224.19,0.0000,0.0291,0,collision,
486,110,-150.82,17.49,156.72,0.0104,0.0086,0,collision,
487,38,-168.09,16.64,163.24,0.0189,0.0150,0,collision,
488,25,-184.13,10.85,167.28,0.0510,0.0458,0,collision,
489,4,-200.45,1.69,8.44,0.5000,0.0000,0,collision,
490,43,-167.96,14.96,279.72,0.0128,0.0282,0,collision,
491,75,-130.06,22.62,12.05,0.0122,0.0133,0,collision,
492,121,-142.09,20.27,323.80,0.0060,0.0815,0,collision,
493,100,292.00,25.26,122.09,0.0000,0.0000,1,goal,
494,26,-179.94,17.52,65.20,0.0363,0.0313,0,collision,
495,51,-166.59,16.32,188.48,0.0358,0.0091,0,collision,
496,104,-127.32,13.75,276.63,0.0006,0.0000,0,collision,
497,6,-202.12,2.23,18.85,0.0386,0.2416,0,collision,
498,7,-199.09,2.66,21.50,0.2857,0.0000,0,collision,
499,45,-169.25,14.74,131.00,0.0153,0.0135,0,collision,
500,55,-142.68,26.24,12.75,0.0222,0.0187,0,collision,
501,44,-174.31,12.75,165.33,0.0179,0.0270,0,collision,
502,27,-181.67,13.06,151.18,0.0709,0.0135,0,collision,
503,58,-147.92,25.45,86.91,0.0217,0.0052,0,collision,
504,39,-168.76,17.86,140.54,0.0176,0.0468,0,collision,
505,22,-207.41,2.52,45.81,0.0221,0.0134,0,collision,
506,18,-191.05,8.70,128.34,0.0117,0.1271,0,collision,
507,55,-154.28,18.55,279.53,0.0273,0.0180,0,collision,
508,126,316.13,23.22,204.04,0.0000,0.0000,1,goal,
509,35,-171.38,14.79,89.99,0.0025,0.0232,0,collision,
510,22,-187.66,10.96,157.47,0.0000,0.0367,0,collision,
511,9,-196.91,5.21,66.77,0.2222,0.0000,0,collision,
512,29,-189.43,9.75,154.01,0.0501,0.0000,0,collision,
513,44,-169.74,12.80,172.28,0.0273,0.0408,0,collision,
514,30,-195.03,6.81,156.36,0.0172,0.0000,0,collision,
515,30,-174.19,18.63,91.48,0.0104,0.0286,0,collision,
516,64,-155.30,16.75,127.52,0.0308,0.0081,0,collision,
517,69,-115.88,33.67,260.96,0.0207,0.0000,0,collision,
518,32,-176.73,14.94,183.14,0.0334,0.0603,0,collision,
519,75,-123.45,24.32,24.99,0.0000,0.0000,0,collision,
520,35,-191.38,8.62,147.56,0.0000,0.0567,0,collision,
521,71,-160.87,16.40,295.19,0.0272,0.0000,0,collision,
522,59,-138.34,25.97,134.87,0.0000,0.0233,0,collision,
523,10,-199.74,4.07,76.45,0.1115,0.0000,0,collision,
524,46,-160.34,17.92,283.64,0.0199,0.0000,0,collision,
525,100,-106.21,22.03,262.52,0.0152,0.0088,0,collision,
526,113,-235.08,7.24,341.84,0.0058,0.0424,0,collision,
527,1,-200.00,0.00,0.00,0.0000,0.0000,0,collision,
528,52,-141.41,29.37,121.85,0.0295,0.0029,0,collision,
529,48,-165.58,12.30,230.13,0.0019,0.0000,0,collision,
530,86,-120.50,22.33,390.79,0.0000,0.0048,0,collision,
531,80,-170.16,12.63,260.46,0.0164,0.0096,0,collision,
532,38,-168.19,17.03,193.24,0.0171,0.0281,0,collision,
533,92,281.42,25.11,190.25,0.0000,0.0084,1,goal,
534,47,-160.12,20.66,89.16,0.0013,0.0110,0,collision,
535,31,-171.63,21.09,151.00,0.0266,0.0233,0,collision,
536,67,-124.97,30.24,-11.03,0.0107,0.0095,0,collision,
537,91,-131.59,16.98,275.62,0.0091,0.0438,0,collision,
538,36,-169.86,20.94,108.58,0.0111,0.0151,0,collision,
539,57,-169.31,15.63,242.29,0.0081,0.0454,0,collision,
540,44,-164.18,16.66,168.22,0.0086,0.0171,0,collision,
541,89,307.25,33.21,64.56,0.0000,0.0108,1,goal,
542,3,-199.63,2.08,9.94,0.0000,0.0000,0,collision,
543,7,-201.83,1.81,9.85,0.0976,0.0000,0,collision,
544,185,-237.30,10.10,270.13,0.0002,0.0052,0,collision,
545,31,-175.84,17.41,120.98,0.0000,0.0188,0,collision,
546,73,-116.82,33.92,112.58,0.0125,0.0000,0,collision,
547,39,-172.13,15.65,212.10,0.0000,0.0064,0,collision,
548,30,-172.28,21.26,134.61,0.0081,0.0234,0,collision,
549,38,-167.80,17.60,167.58,0.0335,0.0205,0,collision,
550,12,-196.46,3.32,28.46,0.0188,0.0000,0,collision,
551,61,-149.54,15.76,19.33,0.0124,0.0000,0,collision,
552,8,-198.31,3.35,29.93,0.2437,0.0000,0,collision,
553,34,-176.38,18.62,101.13,0.0106,0.0373,0,collision,
554,23,-189.26,11.15,127.80,0.0274,0.0165,0,collision,
555,40,-169.59,15.48,79.38,0.0000,0.0156,0,collision,
556,112,286.31,23.59,267.93,0.0000,0.0000,1,goal,
557,30,-183.40,14.60,121.72,0.0350,0.0413,0,collision,
81,38,-170.69,16.66,220.20,0.0043,0.0151,0,collision,
82,70,-115.44,34.04,-12.82,0.0193,0.0120,0,collision,
83,36,-180.21,7.52,285.57,0.0107,0.0296,0,collision,
84,14,-205.35,2.20,26.93,0.0482,0.0000,0,collision,
85,77,-134.33,20.24,181.76,0.0216,0.0092,0,collision,
86,72,-139.82,17.16,151.51,0.0082,0.0000,0,collision,
87,5,-205.43,0.51,2.84,0.3186,0.2255,0,collision,
88,67,-143.90,22.18,166.82,0.0027,0.0385,0,collision,
89,48,-168.72,14.04,140.31,0.0246,0.0254,0,collision,
90,60,-147.57,21.03,156.94,0.0078,0.0146,0,collision,
558,53,-180.54,16.87,173.62,0.0360,0.0458,0,collision,
559,120,-126.48,17.19,293.11,0.0090,0.0155,0,collision,
560,19,-204.19,2.54,42.67,0.0379,0.0000,0,collision,
561,83,281.67,25.17,101.22,0.0000,0.0194,1,goal,
562,25,-182.88,13.51,169.60,0.0252,0.0495,0,collision,
563,21,-187.34,11.96,128.11,0.0007,0.1387,0,collision,
564,76,-128.38,27.66,110.57,0.0234,0.0064,0,collision,
565,29,-183.37,13.63,149.87,0.0499,0.0410,0,collision,
566,56,-147.71,23.53,133.54,0.0004,0.0030,0,collision,
567,66,-139.38,20.17,200.90,0.0075,0.0016,0,collision,
568,9,-198.98,4.66,81.32,0.0330,0.0000,0,collision,
569,68,-135.32,22.41,-22.14,0.0106,0.0210,0,collision,
570,8,-203.73,2.05,20.65,0.0212,0.2073,0,collision,
571,24,-189.23,7.22,158.99,0.0609,0.0746,0,collision,
572,39,-163.33,21.23,126.08,0.0232,0.0163,0,collision,
573,9,-202.89,2.56,31.41,0.0000,0.1399,0,collision,
574,71,-129.00,27.13,12.03,0.0151,0.0072,0,collision,
575,88,-124.62,18.36,102.07,0.0087,0.0069,0,collision,
576,4,-200.50,1.74,7.56,0.5000,0.0000,0,collision,
577,14,-195.67,4.59,72.71,0.0000,0.0000,0,collision,
578,90,-121.80,20.36,115.10,0.0000,0.0000,0,collision,
579,29,-187.94,11.95,83.35,0.0000,0.0024,0,collision,
580,7,-199.39,2.47,15.56,0.0320,0.0000,0,collision,
581,29,-179.17,10.53,240.71,0.0394,0.0000,0,collision,
582,76,-110.73,30.92,-60.61,0.0080,0.0000,0,collision,
583,84,-144.80,12.61,120.58,0.0075,0.0205,0,collision,
584,82,-138.69,18.19,238.47,0.0028,0.0382,0,collision,
585,64,-176.15,9.20,304.71,0.0220,0.0593,0,collision,
586,122,297.33,20.11,103.65,0.0000,0.0000,1,goal,
587,8,-202.65,1.59,11.80,0.0206,0.0000,0,collision,
588,29,-175.42,18.36,139.65,0.0341,0.0255,0,collision,
589,83,-125.83,18.60,102.51,0.0029,0.0023,0,collision,
590,14,-194.30,6.67,132.28,0.0462,0.0000,0,collision,
591,106,-105.06,21.92,28.33,0.0009,0.0032,0,collision,
592,23,-192.37,7.66,174.59,0.0155,0.1698,0,collision,
593,87,-103.91,29.69,32.26,0.0230,0.0044,0,collision,
594,148,-185.01,9.84,379.87,0.0135,0.0216,0,collision,
595,33,-175.48,13.98,156.07,0.0582,0.0404,0,collision,
596,8,-198.67,4.12,43.89,0.2317,0.0000,0,collision,
597,31,-184.15,9.99,143.19,0.0079,0.0477,0,collision,
598,75,-132.63,20.16,208.92,0.0208,0.0000,0,collision,
599,118,322.85,24.01,-48.04,0.0000,0.0000,1,goal,
600,121,297.98,20.37,296.96,0.0000,0.0000,1,goal,
601,67,-157.43,13.99,196.88,0.0109,0.0255,0,collision,
602,151,-151.50,14.22,376.55,0.0120,0.0031,0,collision,
603,107,-110.97,20.78,222.20,0.0039,0.0073,0,collision,
604,155,-74.72,15.85,279.36,0.0122,0.0175,0,collision,
605,7,-204.30,0.96,3.69,0.0000,0.0000,0,collision,
606,86,-126.97,16.75,147.50,0.0026,0.0000,0,collision,
607,65,-143.30,23.36,108.40,0.0060,0.0138,0,collision,
608,84,-143.89,12.44,314.52,0.0053,0.0097,0,collision,
609,2,-200.32,1.04,2.51,1.0000,0.0000,0,collision,
610,42,-190.58,3.79,120.53,0.0178,0.0000,0,collision,
611,83,-134.46,16.78,248.48,0.0127,0.0347,0,collision,
612,25,-217.34,1.44,23.65,0.0231,0.0000,0,collision,
613,109,-122.39,15.90,333.94,0.0000,0.0170,0,collision,
614,168,310.33,15.10,401.79,0.0000,0.0317,1,goal,
615,46,-166.72,14.35,129.92,0.0174,0.0134,0,collision,
616,60,-150.78,18.50,125.83,0.0140,0.0000,0,collision,
617,67,-144.02,16.28,259.71,0.0299,0.0078,0,collision,
618,5,-204.58,0.84,2.26,0.1500,0.1293,0,collision,
619,88,-174.78,9.57,426.71,0.0039,0.0327,0,collision,
620,86,-120.42,26.80,203.38,0.0195,0.0271,0,collision,
621,1,-200.00,0.00,0.00,0.0000,0.0000,0,collision,
622,20,-201.47,2.74,29.95,0.0000,0.0269,0,collision,
623,24,-185.98,11.22,94.29,0.0700,0.0451,0,collision,
624,95,-145.26,13.85,449.30,0.0057,0.0124,0,collision,
625,4,-200.57,1.51,5.87,0.1731,0.0000,0,collision,
626,81,-132.35,20.07,316.76,0.0068,0.0262,0,collision,
627,36,-189.02,5.59,193.17,0.0142,0.0000,0,collision,
628,6,-205.02,0.81,4.46,0.0059,0.1640,0,collision,
91,46,-177.32,14.27,129.99,0.0048,0.0180,0,collision,
92,72,-130.47,24.95,111.75,0.0030,0.0059,0,collision,
93,14,-191.42,7.55,110.40,0.0358,0.0000,0,collision,
94,58,-172.35,10.02,341.32,0.0281,0.0254,0,collision,
95,57,-173.96,11.61,120.85,0.0266,0.0296,0,collision,
96,61,-160.60,10.78,189.36,0.0014,0.0289,0,collision,
97,98,-124.67,15.59,170.28,0.0196,0.0063,0,collision,
98,16,-194.77,5.54,77.47,0.0077,0.0000,0,collision,
99,20,-187.67,9.50,82.76,0.0061,0.0000,0,collision,
100,145,245.20,15.34,102.55,0.0000,0.0000,1,goal,
629,46,-196.87,16.91,167.28,0.0066,0.0156,0,collision,
630,41,-181.63,7.18,192.35,0.0488,0.0421,0,collision,
631,21,-198.21,3.99,72.50,0.0207,0.0000,0,collision,
632,6,-205.81,0.69,4.55,0.0000,0.0000,0,collision,
633,10,-194.76,5.18,41.51,0.0628,0.0000,0,collision,
634,43,-177.64,9.61,197.28,0.0250,0.0243,0,collision,
635,151,-113.25,13.24,589.73,0.0000,0.0765,0,collision,
636,98,-120.63,20.67,275.54,0.0050,0.0041,0,collision,
637,56,-160.53,12.48,227.57,0.0265,0.0069,0,collision,
638,75,-130.93,21.76,235.39,0.0183,0.0516,0,collision,
639,8,-197.33,3.78,26.49,0.0785,0.0112,0,collision,
640,47,-174.22,13.00,229.13,0.0426,0.0175,0,collision,
641,3,-200.66,1.55,3.97,0.1667,0.0000,0,collision,
642,153,-207.89,8.99,429.69,0.0099,0.0298,0,collision,
643,12,-206.84,2.40,28.01,0.0720,0.5638,0,collision,
644,79,-139.32,17.00,112.12,0.0040,0.0190,0,collision,
645,58,-142.85,23.01,163.08,0.0119,0.0000,0,collision,
646,120,-108.72,16.39,266.33,0.0015,0.0253,0,collision,
647,104,296.23,21.87,216.67,0.0000,0.0037,1,goal,
648,85,-150.62,13.36,173.30,0.0108,0.0307,0,collision,
649,47,-156.82,20.08,199.86,0.0024,0.0000,0,collision,
650,121,-150.70,12.45,115.53,0.0130,0.0305,0,collision,
651,4,-204.12,0.28,0.94,0.0183,0.0000,0,collision,
652,6,-197.53,4.18,30.12,0.1411,0.0000,0,collision,
653,82,-160.33,9.69,336.30,0.0144,0.0237,0,collision,
654,51,-162.41,16.42,83.87,0.0143,0.0415,0,collision,
655,38,-181.91,6.79,190.22,0.0453,0.0226,0,collision,
656,1,-200.00,0.00,0.00,0.0000,0.0000,0,collision,
657,7,-203.30,1.39,6.95,0.2853,0.0000,0,collision,
658,118,-121.08,13.19,306.49,0.0111,0.0063,0,collision,
659,124,318.48,20.48,216.19,0.0000,0.0010,1,goal,
660,5,-198.32,2.91,9.30,0.1581,0.0000,0,collision,
661,2,-201.66,0.00,0.10,0.7294,0.0000,0,collision,
662,121,294.38,17.32,7.88,0.0000,0.0079,1,goal,
663,93,-151.89,13.78,261.12,0.0049,0.0626,0,collision,
664,57,-163.29,14.84,199.29,0.0055,0.0850,0,collision,
665,43,-167.66,15.20,23.43,0.0465,0.0208,0,collision,
666,55,-150.07,21.72,53.03,0.0030,0.0000,0,collision,
667,157,-117.92,8.95,394.25,0.0017,0.0000,0,collision,
668,55,-164.27,12.29,267.34,0.0052,0.0693,0,collision,
669,96,-139.82,12.79,220.97,0.0012,0.0089,0,collision,
670,203,-73.22,11.08,726.60,0.0018,0.0004,0,collision,
671,91,-142.78,13.43,268.04,0.0032,0.0193,0,collision,
672,48,-173.77,10.88,127.50,0.0154,0.0386,0,collision,
673,138,333.37,22.49,193.03,0.0000,0.0211,1,goal,
674,23,-201.48,2.70,47.99,0.0412,0.0000,0,collision,
675,67,-150.33,16.95,108.30,0.0129,0.0800,0,collision,
676,20,-205.47,2.30,29.24,0.0380,0.0000,0,collision,
677,4,-202.23,0.89,3.72,0.0962,0.0000,0,collision,
678,62,-175.84,10.23,150.87,0.0087,0.1069,0,collision,
679,52,-169.60,10.69,111.57,0.0109,0.0227,0,collision,
680,172,-117.33,17.28,242.95,0.0029,0.0160,0,collision,
681,139,313.68,18.64,518.98,0.0000,0.0129,1,goal,
682,60,-182.43,9.46,168.51,0.0102,0.0180,0,collision,
683,98,300.71,25.17,285.12,0.0000,0.0000,1,goal,
684,163,-162.42,12.62,448.27,0.0094,0.0118,0,collision,
685,47,-189.96,5.96,145.47,0.0426,0.0909,0,collision,
686,138,-114.37,10.15,513.89,0.0052,0.0164,0,collision,
687,25,-204.07,4.63,107.94,0.0148,0.0000,0,collision,
101,10,-201.89,2.43,23.07,0.1857,0.0879,0,collision,
102,15,-192.54,4.65,49.68,0.0173,0.0000,0,collision,
103,74,-139.02,19.05,230.44,0.0125,0.0293,0,collision,
104,62,-151.43,15.10,196.44,0.0000,0.0000,0,collision,
105,52,-158.53,19.09,12.18,0.0187,0.0218,0,collision,
106,4,-198.91,3.11,22.43,0.0000,0.0000,0,collision,
107,40,-168.81,14.95,124.80,0.0022,0.0406,0,collision,
108,17,-198.54,4.99,82.05,0.0062,0.0000,0,collision,
109,134,-83.07,20.45,8.67,0.0016,0.0006,0,collision,
110,9,-198.28,2.76,18.89,0.0899,0.0000,0,collision,
688,101,-167.96,12.85,474.88,0.0041,0.0068,0,collision,
689,121,-139.41,15.08,264.19,0.0066,0.0099,0,collision,
690,31,-175.04,17.32,173.10,0.0406,0.0512,0,collision,
691,76,-152.77,13.08,102.21,0.0119,0.0386,0,collision,
692,54,-169.36,12.84,96.65,0.0342,0.0245,0,collision,
693,44,-176.44,7.22,249.28,0.0144,0.0292,0,collision,
694,39,-167.85,16.29,219.04,0.0407,0.0168,0,collision,
695,25,-203.89,3.10,69.24,0.0039,0.0000,0,collision,
696,14,-196.79,3.95,41.01,0.0015,0.0000,0,collision,
697,50,-188.54,12.09,115.31,0.0019,0.0625,0,collision,
698,161,-122.15,9.37,731.12,0.0059,0.0136,0,collision,
699,6,-203.03,1.23,8.29,0.3333,0.0000,0,collision,
700,34,-184.61,10.04,226.09,0.0481,0.1132,0,collision,
701,44,-169.49,14.05,151.51,0.0067,0.0328,0,collision,
702,24,-189.58,12.61,141.21,0.0130,0.0389,0,collision,
703,79,-138.09,17.26,121.25,0.0000,0.0248,0,collision,
704,59,-166.96,10.32,218.28,0.0235,0.0000,0,collision,
705,27,-192.91,9.74,151.75,0.0233,0.0355,0,collision,
706,54,-171.94,10.38,154.24,0.0370,0.0306,0,collision,
707,31,-192.63,6.86,137.74,0.0573,0.0000,0,collision,
708,94,-135.55,14.40,339.04,0.0037,0.0081,0,collision,
709,81,-119.92,26.87,80.27,0.0128,0.0117,0,collision,
710,50,-178.00,15.46,97.17,0.0178,0.0398,0,collision,
711,44,-171.17,17.44,53.10,0.0000,0.0292,0,collision,
712,87,-126.72,20.76,-14.40,0.0115,0.0132,0,collision,
713,95,-114.14,19.52,191.11,0.0143,0.0000,0,collision,
714,95,-142.56,15.07,175.54,0.0147,0.0237,0,collision,
715,88,-141.62,8.54,515.99,0.0039,0.0000,0,collision,
