episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason,total_timestep
433,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1214
434,9,-48.833,15.303,627.330,0.000,0.000,1,goal,1223
435,4,-197.927,27.929,405.680,0.000,0.018,0,collision,1227
436,3,51.404,20.612,417.631,0.000,0.000,1,goal,1230
437,4,-198.170,26.639,425.814,0.000,0.153,0,collision,1234
438,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1235
439,2,50.263,12.811,78.346,0.000,0.457,1,goal,1237
440,5,-47.092,32.961,552.528,0.000,0.000,1,goal,1242
441,3,-199.068,19.850,260.412,0.000,0.324,0,collision,1245
442,2,50.329,11.702,68.897,0.000,0.295,1,goal,1247
443,2,50.806,13.845,177.168,0.000,0.000,1,goal,1249
444,2,50.398,12.153,72.718,0.000,0.319,1,goal,1251
445,3,-199.672,7.141,143.281,0.000,0.305,0,collision,1254
446,6,-201.410,7.724,331.787,0.000,0.048,0,collision,1260
447,2,-199.641,12.060,71.934,0.000,0.501,0,collision,1262
448,2,50.640,14.111,151.936,0.000,0.000,1,goal,1264
449,4,-198.311,15.497,408.397,0.203,0.207,0,collision,1268
450,2,50.281,12.752,88.006,0.000,0.419,1,goal,1270
451,3,-198.680,20.001,407.414,0.000,0.087,0,collision,1273
452,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1274
453,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1275
454,4,51.798,26.592,395.840,0.000,0.000,1,goal,1279
455,5,-203.109,5.640,215.458,0.102,0.114,0,collision,1284
456,1,50.115,6.754,32.180,0.000,0.000,1,goal,1285
457,2,50.821,15.340,216.398,0.000,0.000,1,goal,1287
458,5,52.502,32.828,430.626,0.000,0.050,1,goal,1292
459,3,50.770,18.946,243.974,0.000,0.299,1,goal,1295
460,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1296
461,3,51.424,20.996,422.122,0.000,0.000,1,goal,1299
462,2,50.451,12.759,98.796,0.000,0.147,1,goal,1301
463,1,49.929,3.818,4.821,0.000,0.000,1,goal,1302
464,1,-200.092,4.592,11.922,0.000,0.000,0,collision,1303
465,4,-47.917,27.208,395.670,0.000,0.000,1,goal,1307
466,2,50.402,12.896,100.200,0.000,0.057,1,goal,1309
467,3,-198.883,20.044,331.577,0.000,0.218,0,collision,1312
468,2,50.773,13.758,175.878,0.000,0.000,1,goal,1314
469,3,-198.642,20.618,412.502,0.000,0.000,0,collision,1317
470,5,-46.910,32.764,581.898,0.000,0.000,1,goal,1322
471,3,50.663,19.871,282.151,0.000,0.148,1,goal,1325
472,5,-201.201,6.651,246.858,0.000,0.190,0,collision,1330
473,2,50.756,14.246,198.845,0.000,0.000,1,goal,1332
474,1,-200.074,4.527,8.792,0.000,0.000,0,collision,1333
475,3,-198.590,20.378,416.941,0.000,0.176,0,collision,1336
476,8,49.510,10.331,457.460,0.000,0.087,1,goal,1344
477,3,-199.165,10.304,235.819,0.023,0.326,0,collision,1347
478,2,50.702,13.683,146.349,0.000,0.131,1,goal,1349
479,2,-199.466,13.445,156.935,0.000,0.077,0,collision,1351
480,2,-199.511,13.078,113.639,0.000,0.004,0,collision,1353
481,2,50.398,13.287,104.229,0.000,0.044,1,goal,1355
482,2,-199.361,13.842,148.424,0.000,0.000,0,collision,1357
483,3,50.934,9.968,227.166,0.045,0.217,1,goal,1360
484,2,-199.612,13.679,133.026,0.000,0.048,0,collision,1362
485,3,-198.763,20.285,336.801,0.000,0.000,0,collision,1365
486,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1366
487,2,50.677,15.145,213.241,0.000,0.000,1,goal,1368
488,3,-199.158,19.702,257.696,0.000,0.478,0,collision,1371
489,4,-198.578,15.717,415.828,0.060,0.270,0,collision,1375
490,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1376
491,6,-204.989,4.597,211.255,0.003,0.000,0,collision,1382
492,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1383
493,2,-199.122,15.142,213.192,0.000,0.405,0,collision,1385
494,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1386
495,3,-198.714,21.426,400.165,0.000,0.000,0,collision,1389
496,4,-198.133,27.125,405.041,0.000,0.000,0,collision,1393
497,10,-204.744,7.764,527.187,0.000,0.004,0,collision,1403
498,3,51.041,19.767,280.135,0.000,0.006,1,goal,1406
499,3,50.734,19.240,269.984,0.000,0.115,1,goal,1409
500,2,-199.656,4.483,63.015,0.183,0.405,0,collision,1411
501,3,-199.239,19.281,250.042,0.000,0.105,0,collision,1414
502,2,50.420,13.354,104.914,0.000,0.007,1,goal,1416
503,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1417
504,2,50.690,13.615,159.299,0.000,0.056,1,goal,1419
505,2,50.521,13.482,143.748,0.000,0.083,1,goal,1421
506,4,-198.455,26.709,402.478,0.000,0.154,0,collision,1425
507,6,49.781,12.731,574.373,0.000,0.025,1,goal,1431
508,5,-46.907,32.367,544.169,0.000,0.014,1,goal,1436
509,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1437
510,2,50.584,14.426,156.072,0.000,0.040,1,goal,1439
511,4,52.280,27.050,424.392,0.000,0.000,1,goal,1443
512,7,-207.610,4.192,137.613,0.000,0.051,0,collision,1450
513,3,-198.671,21.449,400.710,0.000,0.000,0,collision,1453
514,1,-200.000,0.000,0.000,0.000,0.000,0,collision,1454
515,3,-199.038,20.087,357.112,0.000,0.300,0,collision,1457
516,1,-200.149,3.426,4.249,0.000,0.356,0,collision,1458
517,2,50.743,14.420,155.997,0.000,0.120,1,goal,1460
518,2,50.283,12.285,73.845,0.000,0.125,1,goal,1462
519,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1463
520,2,-199.263,14.424,170.611,0.000,0.583,0,collision,1465
521,1,-199.840,4.870,12.740,0.000,0.191,0,collision,1466
522,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1467
523,2,-199.469,13.296,116.072,0.000,0.018,0,collision,1469
524,1,-200.000,0.000,0.000,0.000,0.075,0,collision,1470
525,2,50.906,15.142,213.191,0.000,0.000,1,goal,1472
526,3,-198.619,20.759,421.381,0.000,0.000,0,collision,1475
527,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1476
528,9,-51.320,15.263,679.893,0.000,0.000,1,goal,1485
529,2,50.502,12.947,100.731,0.000,0.044,1,goal,1487
530,4,-47.561,27.614,397.998,0.000,0.000,1,goal,1491
531,3,-199.069,20.807,400.237,0.000,0.039,0,collision,1494
532,2,-199.880,4.325,60.591,0.086,0.443,0,collision,1496
533,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1497
534,3,50.745,10.255,234.557,0.113,0.315,1,goal,1500
535,2,-199.365,13.787,161.687,0.000,0.000,0,collision,1502
536,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1503
537,2,50.473,12.323,94.342,0.000,0.045,1,goal,1505
538,3,51.128,21.146,403.444,0.000,0.045,1,goal,1508
539,1,-199.966,7.573,47.059,0.000,0.914,0,collision,1509
540,4,-198.540,15.627,412.766,0.000,0.309,0,collision,1513
541,2,-199.758,4.203,58.722,0.339,0.097,0,collision,1515
542,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1516
543,1,-200.000,0.000,0.000,0.000,0.000,0,collision,1517
544,2,-199.499,12.929,100.542,0.000,0.587,0,collision,1519
545,2,-199.464,13.038,101.662,0.000,0.028,0,collision,1521
546,2,-199.538,11.941,70.922,0.000,0.240,0,collision,1523
547,1,50.350,7.587,47.154,0.000,0.000,1,goal,1524
548,3,-198.768,20.506,392.917,0.000,0.048,0,collision,1527
549,2,50.628,13.406,117.300,0.000,0.074,1,goal,1529
550,4,51.564,25.667,412.953,0.000,0.189,1,goal,1533
551,3,-198.778,20.405,390.458,0.000,0.301,0,collision,1536
552,2,-199.973,5.250,61.443,0.000,0.000,0,collision,1538
553,2,50.762,14.058,180.344,0.000,0.043,1,goal,1540
554,8,-200.236,10.990,498.181,0.000,0.026,0,collision,1548
555,2,-199.421,12.554,107.820,0.000,0.107,0,collision,1550
556,2,50.660,13.523,131.150,0.000,0.086,1,goal,1552
557,2,-199.365,13.604,145.324,0.000,0.046,0,collision,1554
558,1,50.301,7.837,48.862,0.000,0.000,1,goal,1555
559,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1556
560,5,-46.819,32.762,581.110,0.000,0.000,1,goal,1561
561,3,-199.321,10.312,236.016,0.113,0.348,0,collision,1564
562,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1565
563,2,-199.488,14.533,187.456,0.000,0.000,0,collision,1567
564,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1568
565,2,-199.380,14.239,183.040,0.000,0.359,0,collision,1570
566,3,-199.164,9.765,221.985,0.211,0.312,0,collision,1573
567,2,-199.503,13.993,136.846,0.000,0.088,0,collision,1575
568,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1576
569,2,-199.550,13.008,124.947,0.000,0.000,0,collision,1578
570,2,50.779,14.191,197.969,0.000,0.058,1,goal,1580
571,3,-199.274,20.281,361.570,0.000,0.178,0,collision,1583
572,2,50.373,11.729,69.119,0.000,0.209,1,goal,1585
573,4,-201.935,4.801,127.173,0.000,0.000,0,collision,1589
574,10,-53.167,12.687,542.718,0.000,0.000,1,goal,1599
575,2,-199.281,14.284,183.713,0.000,0.188,0,collision,1601
576,1,-200.079,6.227,20.965,0.000,0.000,0,collision,1602
577,2,50.753,14.341,184.568,0.000,0.000,1,goal,1604
578,1,-200.000,0.000,0.000,0.000,0.884,0,collision,1605
579,7,-47.412,18.511,650.954,0.000,0.053,1,goal,1612
580,2,-199.260,13.567,158.632,0.000,0.098,0,collision,1614
581,9,-204.407,7.521,526.540,0.111,0.085,0,collision,1623
582,4,52.040,26.358,414.686,0.000,0.111,1,goal,1627
583,4,-199.050,8.480,250.961,0.215,0.200,0,collision,1631
584,2,-199.747,12.769,88.167,0.000,0.294,0,collision,1633
585,2,-199.227,14.166,181.945,0.000,0.000,0,collision,1635
586,3,-198.649,21.567,403.604,0.000,0.265,0,collision,1638
587,3,-198.732,20.258,386.923,0.000,0.007,0,collision,1641
588,2,-199.177,15.010,194.653,0.000,0.496,0,collision,1643
589,5,-197.347,32.978,522.132,0.000,0.000,0,collision,1648
590,2,-199.417,14.529,203.351,0.000,0.000,0,collision,1650
591,3,-198.661,20.880,396.969,0.000,0.000,0,collision,1653
592,3,51.125,19.986,354.804,0.000,0.000,1,goal,1656
593,2,50.314,4.524,63.647,0.274,0.347,1,goal,1658
594,7,-202.408,10.666,527.289,0.000,0.139,0,collision,1665
595,2,-199.331,14.135,181.486,0.000,0.472,0,collision,1667
596,7,-197.514,23.581,495.589,0.000,0.000,0,collision,1674
597,5,53.111,32.280,507.532,0.000,0.000,1,goal,1679
598,2,-199.664,4.621,65.139,0.127,0.545,0,collision,1681
599,2,-199.690,12.443,75.195,0.000,0.495,0,collision,1683
600,3,51.441,20.440,413.268,0.000,0.000,1,goal,1686
601,2,50.360,12.220,73.289,0.000,0.132,1,goal,1688
602,2,-199.601,12.660,97.788,0.000,0.153,0,collision,1690
603,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1691
604,3,51.106,19.239,269.958,0.000,0.007,1,goal,1694
605,2,50.832,14.603,188.499,0.000,0.000,1,goal,1696
606,1,49.900,3.890,7.393,0.000,0.000,1,goal,1697
607,2,-199.308,13.803,161.911,0.000,0.439,0,collision,1699
608,3,51.057,19.857,351.872,0.000,0.032,1,goal,1702
609,3,50.797,19.266,270.485,0.000,0.113,1,goal,1705
610,3,51.008,19.019,265.751,0.000,0.029,1,goal,1708
611,2,-199.328,13.206,140.178,0.000,0.115,0,collision,1710
612,2,-199.569,13.695,120.537,0.000,0.471,0,collision,1712
613,1,-200.057,4.971,13.036,0.000,0.000,0,collision,1713
614,3,-199.180,10.364,237.358,0.067,0.383,0,collision,1716
615,2,50.460,12.414,95.274,0.000,0.030,1,goal,1718
616,3,-199.237,10.068,229.731,0.000,0.316,0,collision,1721
617,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1722
618,4,-198.894,25.813,416.654,0.000,0.264,0,collision,1726
619,4,51.365,26.538,402.100,0.000,0.165,1,goal,1730
620,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1731
621,5,-47.644,32.190,509.950,0.000,0.043,1,goal,1736
622,5,-205.604,1.248,46.324,0.118,0.133,0,collision,1741
623,4,-198.057,26.393,411.620,0.000,0.027,0,collision,1745
624,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1746
625,4,52.365,27.484,394.827,0.000,0.000,1,goal,1750
626,1,50.000,0.000,0.000,0.000,0.000,1,goal,1751
627,3,-199.153,19.923,353.372,0.000,0.000,0,collision,1754
628,2,50.378,4.172,58.247,0.156,0.287,1,goal,1756
629,2,50.314,12.688,87.406,0.000,0.249,1,goal,1758
630,4,-198.050,26.636,425.723,0.000,0.028,0,collision,1762
631,5,-198.748,8.263,306.596,0.200,0.161,0,collision,1767
632,1,-199.885,8.183,45.465,0.000,0.891,0,collision,1768
633,2,50.300,4.276,59.832,0.061,0.488,1,goal,1770
634,2,50.489,14.171,152.718,0.000,0.000,1,goal,1772
635,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1773
636,1,-200.000,0.000,0.000,0.000,0.944,0,collision,1774
637,2,50.500,14.588,172.921,0.000,0.071,1,goal,1776
638,5,52.507,32.046,475.668,0.000,0.000,1,goal,1781
639,3,51.260,20.760,421.402,0.000,0.076,1,goal,1784
640,1,50.142,6.101,24.622,0.000,0.000,1,goal,1785
641,2,-199.733,4.326,60.699,0.000,0.039,0,collision,1787
642,5,-46.980,32.551,579.152,0.000,0.000,1,goal,1792
643,3,50.898,19.679,257.285,0.000,0.232,1,goal,1795
644,3,51.010,19.933,283.364,0.000,0.000,1,goal,1798
645,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1799
646,1,50.000,0.000,0.000,0.000,0.000,1,goal,1800
647,2,-199.233,14.188,197.913,0.000,0.460,0,collision,1802
648,1,50.021,6.298,21.228,0.000,0.000,1,goal,1803
649,8,49.036,20.660,622.302,0.000,0.000,1,goal,1811
650,7,-205.473,1.905,97.063,0.064,0.052,0,collision,1818
651,4,-197.948,26.740,416.477,0.000,0.000,0,collision,1822
652,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1823
653,3,-198.784,20.746,372.292,0.000,0.000,0,collision,1826
654,2,-199.249,14.530,187.409,0.000,0.043,0,collision,1828
655,3,-199.175,20.396,315.312,0.000,0.080,0,collision,1831
656,2,-199.766,13.093,113.802,0.000,0.019,0,collision,1833
657,5,-47.414,32.022,505.846,0.000,0.000,1,goal,1838
658,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1839
659,2,50.357,12.770,98.906,0.000,0.000,1,goal,1841
660,6,49.857,11.613,527.233,0.000,0.045,1,goal,1847
661,6,-202.698,7.852,377.831,0.092,0.023,0,collision,1853
662,3,-198.947,20.277,312.837,0.000,0.000,0,collision,1856
663,3,-198.885,19.646,277.789,0.000,0.001,0,collision,1859
664,2,-199.665,12.056,71.895,0.000,0.349,0,collision,1861
665,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1862
666,1,-200.008,2.515,1.463,0.000,0.152,0,collision,1863
667,4,-47.616,27.601,397.658,0.000,0.000,1,goal,1867
668,4,-47.780,27.524,399.584,0.000,0.004,1,goal,1871
669,3,-198.915,19.849,327.340,0.000,0.017,0,collision,1874
670,2,-199.319,14.010,164.801,0.000,0.045,0,collision,1876
671,10,-206.834,8.371,462.380,0.000,0.132,0,collision,1886
672,3,50.949,10.064,229.626,0.173,0.264,1,goal,1889
673,2,-199.485,13.043,90.745,0.000,0.244,0,collision,1891
674,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1892
675,2,-199.164,15.093,212.406,0.000,0.162,0,collision,1894
676,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1895
677,9,44.968,6.157,369.857,0.000,0.000,1,goal,1904
678,14,-219.440,2.578,234.828,0.000,0.058,0,collision,1918
679,2,50.282,12.600,76.541,0.000,0.216,1,goal,1920
680,4,51.837,27.038,420.105,0.000,0.000,1,goal,1924
681,3,51.030,9.770,222.115,0.002,0.176,1,goal,1927
682,3,-199.089,19.785,350.234,0.000,0.000,0,collision,1930
683,2,50.585,13.662,132.825,0.000,0.069,1,goal,1932
684,1,50.116,6.613,26.912,0.000,0.000,1,goal,1933
685,6,-202.651,9.199,403.722,0.000,0.185,0,collision,1939
686,5,-205.474,1.659,60.872,0.117,0.172,0,collision,1944
687,1,50.000,5.691,15.165,0.000,0.000,1,goal,1945
688,3,-198.729,20.947,403.671,0.000,0.469,0,collision,1948
689,2,50.691,14.250,198.907,0.000,0.000,1,goal,1950
690,2,50.566,14.054,165.426,0.000,0.086,1,goal,1952
691,2,-199.500,15.034,195.007,0.000,0.016,0,collision,1954
692,3,-198.867,20.260,336.257,0.000,0.362,0,collision,1957
693,2,-199.479,12.782,110.344,0.000,0.284,0,collision,1959
694,6,-201.722,4.753,195.319,0.000,0.154,0,collision,1965
695,3,51.086,19.776,302.544,0.000,0.000,1,goal,1968
696,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1969
697,1,49.947,6.294,25.485,0.000,0.000,1,goal,1970
698,1,-199.720,8.721,54.924,0.000,0.383,0,collision,1971
699,3,-198.775,20.457,340.556,0.000,0.277,0,collision,1974
700,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1975
701,3,-198.956,20.128,358.043,0.000,0.161,0,collision,1978
702,3,50.816,9.673,219.653,0.029,0.326,1,goal,1981
703,2,-199.581,13.455,105.962,0.000,0.068,0,collision,1983
704,3,-199.071,9.766,222.022,0.156,0.400,0,collision,1986
705,1,50.000,0.000,0.000,0.000,0.000,1,goal,1987
706,2,50.627,14.343,154.981,0.000,0.000,1,goal,1989
707,2,-199.709,12.958,100.837,0.000,0.438,0,collision,1991
708,1,-199.840,4.735,12.343,0.000,0.294,0,collision,1992
709,5,-197.428,31.967,472.061,0.000,0.000,0,collision,1997
710,1,0.000,0.000,0.000,0.000,0.000,0,not_found,1998
711,2,-199.415,13.756,161.260,0.000,0.404,0,collision,2000
712,1,0.000,0.000,0.000,0.000,0.000,0,not_found,2001
713,3,-198.554,21.164,393.773,0.000,0.036,0,collision,2004
714,2,-199.325,15.270,215.258,0.000,0.000,0,collision,2006
715,3,-198.753,20.995,399.772,0.000,0.006,0,collision,2009
716,6,-46.739,36.811,637.476,0.000,0.000,1,goal,2015
717,1,49.903,3.903,4.946,0.000,0.000,1,goal,2016
718,2,50.401,13.122,91.490,0.000,0.005,1,goal,2018
719,5,46.383,5.350,109.167,0.000,0.000,1,goal,2023
720,1,-200.041,5.299,17.524,0.000,0.301,0,collision,2024
721,3,-198.935,19.883,328.089,0.000,0.027,0,collision,2027
722,5,-200.846,7.784,305.259,0.073,0.078,0,collision,2032
723,1,0.000,0.000,0.000,0.000,0.000,0,not_found,2033
724,1,0.000,0.000,0.000,0.000,0.000,0,not_found,2034
725,2,-199.485,13.636,119.881,0.000,0.385,0,collision,2036
726,4,51.884,26.739,395.626,0.000,0.000,1,goal,2040
727,1,49.910,4.433,11.458,0.000,0.000,1,goal,2041
728,12,-220.095,1.026,83.639,0.000,0.024,0,collision,2053
729,1,49.899,2.096,2.322,0.000,0.000,1,goal,2054
730,1,-200.064,4.421,8.558,0.000,0.000,0,collision,2055
731,1,0.000,0.000,0.000,0.000,0.000,0,not_found,2056
732,1,-199.893,4.936,9.692,0.000,0.269,0,collision,2057
733,1,0.000,0.000,0.000,0.000,0.000,0,not_found,2058
734,4,-198.433,26.098,419.934,0.000,0.280,0,collision,2062
735,2,-199.506,13.636,119.881,0.000,0.090,0,collision,2064
736,3,50.973,19.735,349.091,0.000,0.000,1,goal,2067
737,2,-199.112,14.402,185.478,0.000,0.386,0,collision,2069
738,2,-199.509,11.928,70.813,0.000,0.071,0,collision,2071
739,5,-203.428,2.859,101.763,0.163,0.185,0,collision,2076
740,7,-199.830,13.668,639.185,0.000,0.088,0,collision,2083
741,1,-199.897,6.080,24.530,0.000,0.295,0,collision,2084
742,2,-200.156,4.456,62.594,0.500,0.476,0,collision,2086
743,12,-215.385,2.708,151.802,0.000,0.021,0,collision,2098
744,3,48.154,4.294,79.075,0.000,0.000,1,goal,2101
745,3,-199.351,9.014,203.780,0.000,0.211,0,collision,2104
746,2,-199.489,12.873,123.320,0.000,0.151,0,collision,2106
747,1,49.927,3.086,1.877,0.000,0.000,1,goal,2107
748,2,49.903,12.691,77.320,0.000,0.401,1,goal,2109
749,7,51.963,19.305,708.824,0.000,0.101,1,goal,2116
750,2,-199.553,4.652,65.615,0.195,0.000,0,collision,2118
751,3,-198.854,19.644,347.036,0.000,0.272,0,collision,2121
752,4,-198.368,16.399,405.815,0.012,0.372,0,collision,2125
753,1,-200.221,6.475,26.295,0.000,0.000,0,collision,2126
754,5,-47.398,32.957,462.380,0.000,0.000,1,goal,2131
755,3,-198.976,20.691,371.013,0.000,0.209,0,collision,2134
756,1,49.874,5.206,13.732,0.000,0.000,1,goal,2135
757,2,50.450,11.955,71.043,0.000,0.045,1,goal,2137
758,1,-200.163,8.365,52.477,0.000,0.000,0,collision,2138
759,2,50.494,12.881,100.049,0.000,0.022,1,goal,2140
760,4,-198.525,26.688,405.792,0.000,0.177,0,collision,2144
761,1,50.209,8.749,55.117,0.000,0.000,1,goal,2145
762,8,50.400,19.606,819.757,0.000,0.063,1,goal,2153
763,2,50.495,4.170,58.223,0.259,0.000,1,goal,2155
764,3,50.983,20.560,342.823,0.000,0.005,1,goal,2158
765,2,-199.539,12.402,84.723,0.000,0.599,0,collision,2160
766,1,0.000,0.000,0.000,0.000,0.000,0,not_found,2161
767,3,-198.569,20.743,415.690,0.000,0.089,0,collision,2164
768,2,-199.386,14.465,171.185,0.000,0.238,0,collision,2166
769,1,-200.084,3.294,4.057,0.000,0.142,0,collision,2167
770,4,-198.027,26.304,409.378,0.000,0.000,0,collision,2171
771,1,0.000,0.000,0.000,0.000,0.000,0,not_found,2172
772,3,-198.496,21.383,399.098,0.000,0.027,0,collision,2175
773,2,50.256,12.139,72.607,0.000,0.324,1,goal,2177
774,3,-198.727,20.920,397.926,0.000,0.022,0,collision,2180
775,6,-198.225,16.158,696.770,0.000,0.000,0,collision,2186
776,2,50.319,12.900,111.658,0.000,0.024,1,goal,2188
777,1,-200.000,0.000,0.000,0.000,0.000,0,collision,2189
778,3,50.993,10.155,231.966,0.206,0.361,1,goal,2192
779,3,-199.000,19.292,270.974,0.000,0.143,0,collision,2195
780,3,-198.758,21.294,402.004,0.000,0.004,0,collision,2198
781,5,48.992,8.303,235.288,0.000,0.102,1,goal,2203
782,3,-198.892,19.832,303.678,0.000,0.036,0,collision,2206
783,1,0.000,0.000,0.000,0.000,0.000,0,not_found,2207
784,2,50.614,14.521,171.981,0.000,0.000,1,goal,2209
785,1,0.000,0.000,0.000,0.000,0.000,0,not_found,2210
786,5,-47.740,32.555,454.110,0.000,0.028,1,goal,2215
787,1,50.220,7.022,33.584,0.000,0.000,1,goal,2216
788,1,0.000,0.000,0.000,0.000,0.000,0,not_found,2217
789,4,-198.341,26.553,402.478,0.000,0.305,0,collision,2221
790,11,43.890,9.214,607.070,0.000,0.050,1,goal,2232
791,2,-199.252,13.540,158.260,0.000,0.031,0,collision,2234
792,2,-199.569,2.914,40.220,0.334,0.406,0,collision,2236
793,2,-199.304,13.592,145.179,0.000,0.131,0,collision,2238
794,1,-199.901,6.173,24.944,0.000,0.107,0,collision,2239
795,2,-199.561,4.143,57.809,0.452,0.137,0,collision,2241
796,3,-199.075,10.366,237.418,0.000,0.326,0,collision,2244
797,3,-198.832,19.366,294.182,0.000,0.232,0,collision,2247
798,6,-197.931,16.151,649.230,0.000,0.140,0,collision,2253
799,5,-197.464,32.587,454.772,0.000,0.002,0,collision,2258
800,1,-200.000,0.000,0.000,0.000,0.240,0,collision,2259
801,2,50.748,13.953,164.014,0.000,0.000,1,goal,2261
802,4,51.547,16.396,405.722,0.070,0.193,1,goal,2265
803,1,49.878,4.407,8.528,0.000,0.000,1,goal,2266
804,3,51.014,19.808,350.740,0.000,0.000,1,goal,2269
805,2,50.728,13.889,163.115,0.000,0.000,1,goal,2271
806,1,0.000,0.000,0.000,0.000,0.000,0,not_found,2272
807,4,52.013,26.655,422.244,0.000,0.079,1,goal,2276
808,2,50.295,12.279,83.568,0.000,0.309,1,goal,2278
809,2,50.300,4.553,64.098,0.136,0.374,1,goal,2280
810,3,-199.336,10.001,228.010,0.141,0.573,0,collision,2283
811,2,-199.924,12.296,83.729,0.000,0.320,0,collision,2285
812,3,-198.938,19.803,303.094,0.000,0.293,0,collision,2288
813,3,51.157,19.780,350.125,0.000,0.000,1,goal,2291
814,3,51.145,20.321,362.485,0.000,0.000,1,goal,2294
815,1,0.000,0.000,0.000,0.000,0.000,0,not_found,2295
816,4,-199.470,9.529,192.469,0.000,0.127,0,collision,2299
817,1,50.000,0.000,0.000,0.000,0.000,1,goal,2300
818,3,51.042,20.593,395.019,0.000,0.026,1,goal,2303
819,4,-198.411,25.618,411.712,0.000,0.172,0,collision,2307
820,1,0.000,0.000,0.000,0.000,0.000,0,not_found,2308
821,3,-199.250,4.984,108.343,0.070,0.015,0,collision,2311
822,3,50.824,19.213,291.082,0.000,0.084,1,goal,2314
823,3,-198.985,19.311,250.583,0.000,0.490,0,collision,2317
824,5,52.977,33.117,585.403,0.000,0.038,1,goal,2322
825,2,50.339,11.999,71.411,0.000,0.211,1,goal,2324
826,1,49.995,6.216,20.923,0.000,0.000,1,goal,2325
827,2,-199.258,13.717,160.722,0.000,0.066,0,collision,2327
