episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason,total_timestep
26580,1,50.141,8.276,51.866,0.000,0.000,1,goal,82764
26581,2,50.673,14.743,190.618,0.000,0.137,1,goal,82766
26582,2,50.558,14.085,137.964,0.000,0.070,1,goal,82768
26583,1,0.000,0.000,0.000,0.000,0.000,0,not_found,82769
26584,4,-197.791,27.933,405.784,0.000,0.046,0,collision,82773
26585,4,-48.001,26.582,408.539,0.000,0.059,1,goal,82777
26586,53,-302.050,0.475,239.697,0.000,0.000,0,collision,82830
26587,4,51.389,26.073,419.316,0.000,0.177,1,goal,82834
26588,3,-198.948,19.297,292.788,0.000,0.312,0,collision,82837
26589,2,-199.421,13.090,125.929,0.000,0.481,0,collision,82839
26590,3,-198.739,20.281,387.468,0.000,0.158,0,collision,82842
26591,2,50.716,14.109,138.258,0.000,0.100,1,goal,82844
26592,4,-47.458,27.401,425.402,0.000,0.000,1,goal,82848
26593,3,-198.782,20.581,416.837,0.000,0.000,0,collision,82851
26594,4,52.007,27.279,401.191,0.000,0.000,1,goal,82855
26595,1,0.000,0.000,0.000,0.000,0.000,0,not_found,82856
26596,2,50.758,14.203,198.161,0.000,0.000,1,goal,82858
26597,1,-200.108,4.678,9.124,0.000,0.004,0,collision,82859
26598,2,-199.484,13.922,163.576,0.000,0.024,0,collision,82861
26599,3,-201.547,1.908,39.948,0.080,0.333,0,collision,82864
26600,1,0.000,0.000,0.000,0.000,0.000,0,not_found,82865
26601,21,19.038,3.336,443.870,0.000,0.001,1,goal,82886
26602,2,-199.114,14.744,206.790,0.000,0.025,0,collision,82888
26603,1,0.000,0.000,0.000,0.000,0.000,0,not_found,82889
26604,4,-198.315,25.471,407.999,0.000,0.000,0,collision,82893
26605,1,-200.099,5.338,24.801,0.000,0.509,0,collision,82894
26606,7,-207.763,2.657,125.367,0.000,0.033,0,collision,82901
26607,1,49.832,4.922,12.895,0.000,0.000,1,goal,82902
26608,3,-198.904,20.339,362.890,0.000,0.000,0,collision,82905
26609,3,50.060,4.596,88.396,0.000,0.019,1,goal,82908
26610,8,-204.160,9.315,526.952,0.000,0.079,0,collision,82916
26611,3,-199.091,20.741,398.633,0.000,0.000,0,collision,82919
26612,3,-199.108,18.923,243.561,0.000,0.219,0,collision,82922
26613,12,34.341,2.016,182.621,0.056,0.083,1,goal,82934
26614,2,50.553,13.115,114.051,0.000,0.042,1,goal,82936
26615,3,51.095,20.204,288.631,0.000,0.209,1,goal,82939
26616,3,-198.942,19.849,327.340,0.000,0.000,0,collision,82942
26617,3,-198.868,20.740,393.552,0.000,0.000,0,collision,82945
26618,2,-199.109,15.085,212.274,0.000,0.152,0,collision,82947
26619,3,-198.392,21.174,394.016,0.000,0.000,0,collision,82950
26620,5,-203.659,2.250,69.424,0.000,0.022,0,collision,82955
26621,2,-199.625,12.334,74.264,0.000,0.622,0,collision,82957
26622,1,-200.098,4.912,9.641,0.000,0.193,0,collision,82958
26623,3,-199.189,10.086,230.195,0.111,0.333,0,collision,82961
26624,3,-202.537,0.237,6.248,0.218,0.000,0,collision,82964
26625,1,49.929,7.845,43.410,0.000,0.000,1,goal,82965
26626,1,-199.907,6.807,27.782,0.000,0.915,0,collision,82966
26627,2,-199.587,13.390,129.540,0.000,0.134,0,collision,82968
26628,1,0.000,0.000,0.000,0.000,0.000,0,not_found,82969
26629,3,51.065,19.575,345.455,0.000,0.189,1,goal,82972
26630,9,-211.809,3.246,167.610,0.000,0.078,0,collision,82981
26631,2,50.848,14.409,201.438,0.000,0.000,1,goal,82983
26632,6,-199.988,12.864,399.133,0.103,0.310,0,collision,82989
26633,2,50.602,14.717,174.736,0.000,0.057,1,goal,82991
26634,3,50.927,19.270,249.838,0.000,0.098,1,goal,82994
26635,2,50.784,15.225,214.541,0.000,0.000,1,goal,82996
26636,1,0.000,0.000,0.000,0.000,0.000,0,not_found,82997
26637,3,-198.985,19.205,269.301,0.000,0.091,0,collision,83000
26638,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83001
26639,4,-198.018,26.817,397.527,0.000,0.243,0,collision,83005
26640,3,-199.017,19.886,282.446,0.000,0.063,0,collision,83008
26641,2,50.651,13.836,148.344,0.000,0.052,1,goal,83010
26642,3,-199.265,9.809,223.108,0.190,0.350,0,collision,83013
26643,9,-209.647,2.710,181.263,0.101,0.193,0,collision,83022
26644,3,51.082,20.310,362.219,0.000,0.000,1,goal,83025
26645,3,50.971,19.413,317.966,0.000,0.014,1,goal,83028
26646,7,-47.124,19.854,523.536,0.000,0.000,1,goal,83035
26647,3,-198.994,19.817,326.654,0.000,0.336,0,collision,83038
26648,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83039
26649,2,50.715,13.753,161.214,0.000,0.000,1,goal,83041
26650,2,50.294,12.718,77.550,0.000,0.360,1,goal,83043
26651,5,-46.935,31.995,470.695,0.000,0.000,1,goal,83048
26652,2,-199.608,13.226,103.597,0.000,0.004,0,collision,83050
26653,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83051
26654,1,-200.079,4.505,11.667,0.000,0.283,0,collision,83052
26655,2,50.154,13.086,125.880,0.000,0.097,1,goal,83054
26656,2,50.667,14.580,172.809,0.000,0.093,1,goal,83056
26657,5,-198.839,11.184,382.303,0.000,0.177,0,collision,83061
26658,4,-203.606,1.525,44.285,0.248,0.000,0,collision,83065
26659,14,-206.325,10.976,822.746,0.054,0.097,0,collision,83079
26660,1,50.068,6.631,26.994,0.000,0.000,1,goal,83080
26661,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83081
26662,2,50.641,13.420,142.945,0.000,0.077,1,goal,83083
26663,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83084
26664,17,24.522,1.119,148.584,0.037,0.042,1,goal,83101
26665,1,-200.000,0.000,0.000,0.000,0.000,0,collision,83102
26666,2,50.337,12.731,98.507,0.000,0.130,1,goal,83104
26667,2,50.751,14.927,193.390,0.000,0.086,1,goal,83106
26668,2,50.442,13.167,102.993,0.000,0.041,1,goal,83108
26669,1,-199.662,8.201,51.347,0.000,0.374,0,collision,83109
26670,53,-302.068,0.494,247.542,0.000,0.000,0,collision,83162
26671,3,50.954,19.320,271.522,0.000,0.000,1,goal,83165
26672,2,-199.207,14.589,204.307,0.000,0.000,0,collision,83167
26673,1,-199.864,6.994,38.273,0.000,0.000,0,collision,83168
26674,2,50.526,13.773,147.532,0.000,0.033,1,goal,83170
26675,3,-198.819,20.277,414.395,0.000,0.127,0,collision,83173
26676,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83174
26677,4,-197.845,26.869,423.744,0.000,0.161,0,collision,83178
26678,7,-204.706,6.264,349.843,0.059,0.000,0,collision,83185
26679,13,-214.913,4.402,390.538,0.000,0.007,0,collision,83198
26680,2,-199.491,13.263,168.557,0.000,0.432,0,collision,83200
26681,2,50.718,14.064,195.953,0.000,0.049,1,goal,83202
26682,1,49.820,5.082,20.094,0.000,0.000,1,goal,83203
26683,2,-199.559,4.212,58.861,0.380,0.117,0,collision,83205
26684,2,50.305,12.313,74.084,0.000,0.500,1,goal,83207
26685,2,50.382,12.453,85.197,0.000,0.127,1,goal,83209
26686,3,-199.051,20.064,285.900,0.000,0.089,0,collision,83212
26687,19,-229.045,2.052,319.828,0.011,0.056,0,collision,83231
26688,4,-198.028,26.225,411.304,0.000,0.051,0,collision,83235
26689,6,49.464,12.388,510.837,0.000,0.000,1,goal,83241
26690,2,50.893,14.469,202.388,0.000,0.000,1,goal,83243
26691,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83244
26692,1,-200.084,3.294,4.057,0.000,0.013,0,collision,83245
26693,3,-199.196,9.613,218.128,0.083,0.569,0,collision,83248
26694,2,-199.497,13.636,119.881,0.000,0.219,0,collision,83250
26695,3,-198.611,20.523,420.643,0.000,0.360,0,collision,83253
26696,4,-198.240,26.566,412.057,0.000,0.047,0,collision,83257
26697,3,51.063,19.352,272.135,0.000,0.219,1,goal,83260
26698,1,50.000,0.000,0.000,0.000,0.000,1,goal,83261
26699,3,51.174,19.534,320.560,0.000,0.000,1,goal,83264
26700,2,50.475,13.563,131.630,0.000,0.000,1,goal,83266
26701,2,-199.346,13.137,126.487,0.000,0.486,0,collision,83268
26702,2,-199.281,14.922,193.322,0.000,0.090,0,collision,83270
26703,6,-198.363,15.420,513.090,0.000,0.149,0,collision,83276
26704,2,-199.870,12.763,77.935,0.000,0.136,0,collision,83278
26705,4,51.895,27.254,425.614,0.000,0.000,1,goal,83282
26706,2,50.369,12.881,123.415,0.000,0.463,1,goal,83284
26707,3,-198.941,19.723,348.816,0.000,0.303,0,collision,83287
26708,1,49.942,7.560,46.967,0.000,0.000,1,goal,83288
26709,2,-199.171,14.519,171.948,0.000,0.035,0,collision,83290
26710,3,-202.008,1.161,24.804,0.000,0.167,0,collision,83293
26711,3,51.330,20.667,419.034,0.000,0.000,1,goal,83296
26712,2,-199.293,13.796,176.436,0.000,0.419,0,collision,83298
26713,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83299
26714,5,-197.424,32.221,510.548,0.000,0.000,0,collision,83304
26715,2,50.511,13.455,117.854,0.000,0.000,1,goal,83306
26716,2,-199.359,13.744,133.816,0.000,0.072,0,collision,83308
26717,5,-197.384,32.019,506.631,0.000,0.000,0,collision,83313
26718,3,50.688,19.489,253.812,0.000,0.309,1,goal,83316
26719,5,-197.385,33.009,492.729,0.000,0.011,0,collision,83321
26720,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83322
26721,4,-198.326,15.815,419.135,0.035,0.380,0,collision,83326
26722,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83327
26723,2,50.682,13.160,126.772,0.000,0.093,1,goal,83329
26724,4,-198.366,15.810,418.969,0.216,0.195,0,collision,83333
26725,3,51.035,19.759,302.194,0.000,0.014,1,goal,83336
26726,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83337
26727,3,-199.037,19.430,273.633,0.000,0.029,0,collision,83340
26728,2,50.848,14.264,168.359,0.000,0.000,1,goal,83342
26729,1,49.906,5.418,14.358,0.000,0.000,1,goal,83343
26730,3,51.002,20.437,316.155,0.000,0.004,1,goal,83346
26731,2,-199.463,14.913,193.185,0.000,0.380,0,collision,83348
26732,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83349
26733,1,-199.981,8.539,53.672,0.000,0.324,0,collision,83350
26734,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83351
26735,5,-46.905,32.320,509.213,0.000,0.000,1,goal,83356
26736,3,-198.840,20.123,410.479,0.000,0.000,0,collision,83359
26737,1,50.015,8.420,52.855,0.000,0.000,1,goal,83360
26738,3,-199.137,18.838,242.027,0.000,0.335,0,collision,83363
26739,2,50.514,12.997,112.735,0.000,0.047,1,goal,83365
26740,3,-199.012,20.381,314.983,0.000,0.326,0,collision,83368
26741,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83369
26742,2,50.214,12.257,83.369,0.000,0.280,1,goal,83371
26743,3,51.157,20.359,363.344,0.000,0.000,1,goal,83374
26744,1,50.349,7.833,48.834,0.000,0.000,1,goal,83375
26745,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83376
26746,2,-199.340,14.470,171.253,0.000,0.536,0,collision,83378
26747,3,50.781,9.888,225.117,0.020,0.294,1,goal,83381
26748,3,-198.601,20.508,409.732,0.000,0.247,0,collision,83384
26749,13,-219.742,1.503,142.058,0.000,0.000,0,collision,83397
26750,1,-200.030,6.332,25.654,0.000,0.000,0,collision,83398
26751,41,-21.378,1.674,449.334,0.000,0.000,1,goal,83439
26752,8,-44.864,41.384,1036.704,0.000,0.000,1,goal,83447
26753,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83448
26754,2,-199.582,14.081,151.551,0.000,0.061,0,collision,83450
26755,2,50.665,13.860,135.230,0.000,0.065,1,goal,83452
26756,1,50.186,7.979,44.226,0.000,0.000,1,goal,83453
26757,3,-198.901,19.663,323.332,0.000,0.016,0,collision,83456
26758,3,51.179,20.402,390.397,0.000,0.000,1,goal,83459
26759,3,51.058,19.755,325.318,0.000,0.000,1,goal,83462
26760,3,-199.025,20.435,340.072,0.000,0.000,0,collision,83465
26761,2,-199.935,12.339,84.133,0.000,0.327,0,collision,83467
26762,2,-199.498,12.927,123.968,0.000,0.000,0,collision,83469
26763,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83470
26764,5,-203.481,2.828,104.551,0.091,0.000,0,collision,83475
26765,4,-197.732,27.781,405.874,0.000,0.000,0,collision,83479
26766,1,49.760,5.778,19.295,0.000,0.000,1,goal,83480
26767,3,51.170,20.660,370.294,0.000,0.000,1,goal,83483
26768,10,-208.950,2.818,209.141,0.000,0.089,0,collision,83493
26769,2,-199.459,14.060,137.662,0.000,0.065,0,collision,83495
26770,3,51.100,20.292,361.814,0.000,0.036,1,goal,83498
26771,3,51.397,21.551,403.215,0.000,0.000,1,goal,83501
26772,3,-199.295,10.019,228.485,0.019,0.295,0,collision,83504
26773,1,50.147,7.292,35.009,0.000,0.000,1,goal,83505
26774,4,46.439,2.233,64.740,0.096,0.000,1,goal,83509
26775,3,51.439,20.693,419.691,0.000,0.262,1,goal,83512
26776,3,51.495,20.879,419.135,0.000,0.000,1,goal,83515
26777,2,-199.785,12.458,75.324,0.000,0.374,0,collision,83517
26778,3,-199.303,10.378,237.720,0.133,0.150,0,collision,83520
26779,2,50.387,12.362,94.741,0.000,0.110,1,goal,83522
26780,4,-197.768,26.910,420.806,0.000,0.225,0,collision,83526
26781,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83527
26782,4,-198.458,15.478,407.758,0.105,0.219,0,collision,83531
26783,1,49.850,2.158,2.412,0.000,0.000,1,goal,83532
26784,2,-199.329,15.309,215.887,0.000,0.054,0,collision,83534
26785,1,49.843,3.313,4.086,0.000,0.000,1,goal,83535
26786,2,50.806,14.874,192.591,0.000,0.199,1,goal,83537
26787,7,-207.452,1.723,90.810,0.056,0.084,0,collision,83544
26788,4,-198.246,25.648,408.539,0.000,0.232,0,collision,83548
26789,2,-199.492,13.325,104.617,0.000,0.381,0,collision,83550
26790,1,50.303,7.110,38.968,0.000,0.000,1,goal,83551
26791,1,50.327,8.311,52.106,0.000,0.000,1,goal,83552
26792,2,-199.532,13.170,139.707,0.000,0.045,0,collision,83554
26793,4,-197.644,27.069,416.941,0.000,0.000,0,collision,83558
26794,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83559
26795,5,52.484,32.032,475.372,0.000,0.000,1,goal,83564
26796,3,-199.215,10.054,229.375,0.008,0.672,0,collision,83567
26797,3,-199.099,10.180,232.622,0.138,0.336,0,collision,83570
26798,1,-199.985,5.806,23.309,0.000,0.364,0,collision,83571
26799,26,-245.538,0.584,133.214,0.025,0.025,0,collision,83597
26800,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83598
26801,3,-199.069,19.979,262.784,0.000,0.501,0,collision,83601
26802,4,-198.498,26.361,394.004,0.000,0.000,0,collision,83605
26803,1,49.923,4.187,8.045,0.000,0.000,1,goal,83606
26804,2,50.564,12.936,124.080,0.000,0.040,1,goal,83608
26805,2,50.713,14.109,138.251,0.000,0.115,1,goal,83610
26806,4,-198.368,26.901,399.584,0.000,0.004,0,collision,83614
26807,5,-197.289,32.954,552.428,0.000,0.000,0,collision,83619
26808,1,-200.431,4.872,19.162,0.000,0.000,0,collision,83620
26809,2,-199.276,14.023,150.788,0.000,0.540,0,collision,83622
26810,2,-199.603,13.693,133.198,0.000,0.184,0,collision,83624
26811,1,-200.102,5.812,23.331,0.000,0.114,0,collision,83625
26812,2,50.328,4.257,59.547,0.006,0.326,1,goal,83627
26813,1,50.136,8.026,44.506,0.000,0.000,1,goal,83628
26814,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83629
26815,11,-213.206,3.190,201.953,0.000,0.014,0,collision,83640
26816,3,-198.729,20.966,394.004,0.000,0.227,0,collision,83643
26817,2,50.789,14.431,185.923,0.000,0.000,1,goal,83645
26818,3,51.070,20.223,386.083,0.000,0.011,1,goal,83648
26819,2,50.143,12.671,97.896,0.000,0.199,1,goal,83650
26820,2,-199.299,14.555,172.454,0.000,0.250,0,collision,83652
26821,5,-198.241,15.014,538.619,0.000,0.029,0,collision,83657
26822,4,50.906,15.181,295.305,0.000,0.121,1,goal,83661
26823,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83662
26824,2,-199.575,12.196,82.797,0.000,0.391,0,collision,83664
26825,3,-198.659,20.320,410.230,0.000,0.105,0,collision,83667
26826,10,41.054,5.507,329.403,0.000,0.028,1,goal,83677
26827,5,-203.220,3.223,119.592,0.140,0.159,0,collision,83682
26828,1,-199.731,6.055,24.418,0.000,0.271,0,collision,83683
26829,4,51.837,26.889,399.293,0.000,0.011,1,goal,83687
26830,2,50.385,13.020,125.084,0.000,0.097,1,goal,83689
26831,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83690
26832,7,-47.204,18.135,817.575,0.000,0.000,1,goal,83697
26833,2,-200.249,12.512,85.755,0.000,0.500,0,collision,83699
26834,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83700
26835,2,-199.953,13.302,104.381,0.000,0.545,0,collision,83702
26836,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83703
26837,3,-199.117,19.517,275.314,0.000,0.085,0,collision,83706
26838,3,50.856,19.521,297.325,0.000,0.016,1,goal,83709
26839,3,-198.726,19.629,346.675,0.000,0.309,0,collision,83712
26840,3,-199.156,19.711,301.222,0.000,0.470,0,collision,83715
26841,2,50.584,13.509,118.452,0.000,0.067,1,goal,83717
26842,5,51.168,8.107,307.899,0.186,0.000,1,goal,83722
26843,3,51.098,20.333,337.844,0.000,0.000,1,goal,83725
26844,8,53.096,16.795,654.655,0.030,0.128,1,goal,83733
26845,3,-199.523,19.080,246.384,0.000,0.446,0,collision,83736
26846,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83737
26847,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83738
26848,4,-197.986,26.758,412.986,0.000,0.208,0,collision,83742
26849,2,50.432,12.324,83.990,0.000,0.001,1,goal,83744
26850,3,-199.221,5.342,116.888,0.129,0.265,0,collision,83747
26851,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83748
26852,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83749
26853,1,-200.018,6.581,26.770,0.000,0.651,0,collision,83750
26854,1,-199.746,7.934,49.523,0.000,0.756,0,collision,83751
26855,1,-200.001,5.535,18.397,0.000,0.000,0,collision,83752
26856,4,-197.624,26.742,412.578,0.000,0.052,0,collision,83756
26857,1,-199.887,6.841,27.939,0.000,0.140,0,collision,83757
26858,3,-198.814,19.912,353.124,0.000,0.126,0,collision,83760
26859,2,50.557,12.545,96.606,0.000,0.012,1,goal,83762
26860,2,-199.422,14.143,152.361,0.000,0.025,0,collision,83764
26861,3,-198.774,20.504,420.168,0.000,0.290,0,collision,83767
26862,1,50.072,6.340,25.692,0.000,0.000,1,goal,83768
26863,2,50.550,12.855,111.157,0.000,0.002,1,goal,83770
26864,2,-199.352,13.214,140.281,0.000,0.000,0,collision,83772
26865,5,-47.589,32.362,542.661,0.000,0.199,1,goal,83777
26866,3,-198.943,20.600,343.700,0.000,0.333,0,collision,83780
26867,5,-47.547,21.475,407.269,0.141,0.015,1,goal,83785
26868,7,-202.703,7.904,368.130,0.000,0.034,0,collision,83792
26869,18,-224.474,4.001,486.615,0.000,0.036,0,collision,83810
26870,6,-203.013,9.073,411.225,0.103,0.125,0,collision,83816
26871,3,-198.929,19.294,292.722,0.000,0.158,0,collision,83819
26872,1,-200.096,5.690,15.162,0.000,0.000,0,collision,83820
26873,3,51.363,20.668,413.787,0.000,0.057,1,goal,83823
26874,4,-198.054,27.029,398.895,0.000,0.112,0,collision,83827
26875,2,-199.296,14.228,153.478,0.000,0.000,0,collision,83829
26876,3,-198.933,20.221,335.406,0.000,0.019,0,collision,83832
26877,2,-199.738,13.493,118.271,0.000,0.416,0,collision,83834
26878,3,-198.729,21.073,401.657,0.000,0.003,0,collision,83837
26879,3,51.057,20.069,332.117,0.000,0.013,1,goal,83840
26880,3,50.919,19.905,282.818,0.000,0.001,1,goal,83843
26881,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83844
26882,4,51.448,26.293,420.939,0.000,0.144,1,goal,83848
26883,2,-199.181,14.711,190.128,0.000,0.148,0,collision,83850
26884,3,50.921,19.056,245.955,0.000,0.361,1,goal,83853
26885,3,-198.548,21.157,403.730,0.000,0.260,0,collision,83856
26886,3,-198.669,20.431,418.300,0.000,0.179,0,collision,83859
26887,5,-197.147,33.120,616.941,0.000,0.104,0,collision,83864
26888,5,-197.714,32.728,487.603,0.000,0.026,0,collision,83869
26889,3,51.426,20.877,424.379,0.000,0.000,1,goal,83872
26890,1,49.906,7.966,44.143,0.000,0.000,1,goal,83873
26891,2,50.755,14.476,186.602,0.000,0.000,1,goal,83875
26892,3,51.024,20.768,372.788,0.000,0.000,1,goal,83878
26893,1,50.170,7.305,40.145,0.000,0.000,1,goal,83879
26894,4,-198.494,15.837,419.881,0.054,0.201,0,collision,83883
26895,1,49.857,4.942,9.707,0.000,0.000,1,goal,83884
26896,1,-199.780,6.938,33.142,0.000,0.000,0,collision,83885
26897,3,-198.942,19.542,297.758,0.000,0.305,0,collision,83888
26898,2,-199.244,14.616,188.698,0.000,0.048,0,collision,83890
26899,3,-199.137,20.064,285.914,0.000,0.033,0,collision,83893
26900,2,-199.589,12.099,125.984,0.000,0.278,0,collision,83895
26901,3,51.461,20.504,409.636,0.000,0.000,1,goal,83898
26902,2,-199.978,12.257,83.369,0.000,0.160,0,collision,83900
26903,2,50.502,13.287,141.223,0.000,0.054,1,goal,83902
26904,1,50.118,6.944,33.177,0.000,0.000,1,goal,83903
26905,8,47.946,19.423,426.597,0.000,0.095,1,goal,83911
26906,2,50.730,14.751,206.902,0.000,0.000,1,goal,83913
26907,3,-199.189,10.316,236.118,0.136,0.286,0,collision,83916
26908,2,-199.557,13.766,121.338,0.000,0.449,0,collision,83918
26909,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83919
26910,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83920
26911,3,-198.627,21.214,405.115,0.000,0.021,0,collision,83923
26912,5,-47.127,33.180,617.346,0.000,0.000,1,goal,83928
26913,3,-198.863,20.255,336.157,0.000,0.024,0,collision,83931
26914,3,-198.867,20.870,401.771,0.000,0.022,0,collision,83934
26915,6,-198.019,13.376,602.917,0.124,0.129,0,collision,83940
26916,4,-198.232,26.553,402.478,0.000,0.003,0,collision,83944
26917,3,51.053,20.647,418.513,0.000,0.000,1,goal,83947
26918,4,-198.424,15.886,421.555,0.067,0.371,0,collision,83951
26919,1,-200.090,4.565,11.844,0.000,0.183,0,collision,83952
26920,1,49.838,5.053,16.617,0.000,0.000,1,goal,83953
26921,1,50.000,0.000,0.000,0.000,0.000,1,goal,83954
26922,1,-200.000,0.000,0.000,0.000,0.000,0,collision,83955
26923,2,50.433,13.156,91.814,0.000,0.000,1,goal,83957
26924,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83958
26925,1,-199.864,6.994,38.273,0.000,0.000,0,collision,83959
26926,1,-199.894,6.901,32.949,0.000,0.046,0,collision,83960
26927,16,-217.791,7.134,458.937,0.035,0.000,0,collision,83976
26928,19,-233.860,0.479,81.000,0.006,0.000,0,collision,83995
26929,2,50.506,12.701,109.442,0.000,0.021,1,goal,83997
26930,1,0.000,0.000,0.000,0.000,0.000,0,not_found,83998
26931,2,-199.164,14.479,202.556,0.000,0.000,0,collision,84000
26932,1,-199.957,5.428,18.000,0.000,0.189,0,collision,84001
26933,1,-200.092,4.422,5.705,0.000,0.056,0,collision,84002
26934,1,0.000,0.000,0.000,0.000,0.000,0,not_found,84003
26935,2,-199.361,15.002,194.520,0.000,0.000,0,collision,84005
26936,8,50.944,17.953,746.079,0.000,0.000,1,goal,84013
26937,4,51.868,27.389,403.897,0.000,0.005,1,goal,84017
26938,1,-200.000,0.000,0.000,0.000,0.000,0,collision,84018
26939,2,50.310,4.379,61.419,0.025,0.283,1,goal,84020
26940,2,-199.451,13.245,103.796,0.000,0.041,0,collision,84022
26941,1,49.849,3.745,4.715,0.000,0.000,1,goal,84023
26942,3,-198.991,19.825,259.958,0.000,0.647,0,collision,84026
26943,3,-199.074,20.029,285.223,0.000,0.072,0,collision,84029
26944,3,-198.946,20.183,288.234,0.000,0.002,0,collision,84032
26945,6,-46.277,36.134,558.992,0.000,0.000,1,goal,84038
26946,1,0.000,0.000,0.000,0.000,0.000,0,not_found,84039
26947,1,50.108,8.678,54.626,0.000,0.000,1,goal,84040
26948,1,0.000,0.000,0.000,0.000,0.000,0,not_found,84041
26949,2,-199.639,4.542,63.918,0.024,0.425,0,collision,84043
26950,2,-199.717,4.320,60.506,0.087,0.413,0,collision,84045
26951,2,50.063,12.791,99.129,0.000,0.280,1,goal,84047
26952,2,-199.323,13.316,141.600,0.000,0.012,0,collision,84049
26953,6,52.766,27.563,615.946,0.044,0.139,1,goal,84055
26954,2,-199.766,4.399,61.719,0.017,0.478,0,collision,84057
26955,12,-219.852,0.409,43.826,0.083,0.000,0,collision,84069
26956,10,-213.817,1.902,134.867,0.000,0.000,0,collision,84079
26957,4,-198.471,26.610,403.861,0.000,0.091,0,collision,84083
26958,3,50.731,19.860,281.934,0.000,0.012,1,goal,84086
26959,2,-199.152,14.464,186.408,0.000,0.000,0,collision,84088
26960,2,-199.592,12.615,86.715,0.000,0.000,0,collision,84090
26961,2,50.319,12.507,96.224,0.000,0.009,1,goal,84092
26962,7,-204.804,6.746,379.871,0.125,0.000,0,collision,84099
26963,3,-198.689,20.475,414.135,0.000,0.000,0,collision,84102
26964,3,51.296,20.173,411.761,0.000,0.000,1,goal,84105
26965,4,-198.435,26.255,419.970,0.000,0.146,0,collision,84109
26966,3,-198.655,21.002,422.283,0.000,0.000,0,collision,84112
26967,2,50.594,13.797,134.460,0.000,0.000,1,goal,84114
26968,2,-199.662,12.777,88.241,0.000,0.097,0,collision,84116
26969,3,-199.161,9.970,227.217,0.017,0.465,0,collision,84119
26970,2,-199.343,14.881,192.698,0.000,0.000,0,collision,84121
26971,2,50.172,4.445,62.435,0.344,0.244,1,goal,84123
26972,3,50.940,19.288,292.596,0.000,0.025,1,goal,84126
26973,4,-47.914,27.300,401.725,0.000,0.000,1,goal,84130
26974,9,-209.244,3.804,193.269,0.000,0.126,0,collision,84139
26975,2,50.589,13.176,103.081,0.000,0.047,1,goal,84141
26976,2,-200.296,12.644,76.915,0.000,0.330,0,collision,84143
26977,1,0.000,0.000,0.000,0.000,0.000,0,not_found,84144
26978,4,-198.358,26.007,421.598,0.000,0.141,0,collision,84148
26979,2,-199.304,14.465,171.186,0.000,0.173,0,collision,84150
26980,7,-205.244,2.821,143.644,0.100,0.047,0,collision,84157
26981,1,49.921,1.250,0.551,0.000,0.000,1,goal,84158
26982,8,-49.165,19.387,805.289,0.000,0.000,1,goal,84166
26983,16,-225.317,1.206,154.863,0.041,0.062,0,collision,84182
26984,2,-199.413,13.816,162.095,0.000,0.000,0,collision,84184
26985,1,-199.840,8.075,44.807,0.000,0.150,0,collision,84185
26986,3,51.040,21.034,405.784,0.000,0.148,1,goal,84188
26987,3,-199.117,19.486,296.615,0.000,0.320,0,collision,84191
26988,1,0.000,0.000,0.000,0.000,0.000,0,not_found,84192
26989,4,-198.136,25.965,408.676,0.000,0.109,0,collision,84196
26990,13,-217.347,2.490,151.833,0.000,0.033,0,collision,84209
26991,10,43.664,10.359,635.985,0.000,0.068,1,goal,84219
26992,2,-199.610,11.834,70.015,0.000,0.066,0,collision,84221
26993,3,-199.212,10.316,236.110,0.000,0.337,0,collision,84224
